fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	bagging_fraction	lambda_l1	lambda_l2	min_gain_to_split	ganancia	iteracion
20221002 160257	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	154	TRUE	309367	0.229766937221834	0.416200915330814	5482	559	5768	0.964881753233365	4.21282694493938	0.58631439365369	0.0589479565775643	25190000	15
20221002 160338	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	203	TRUE	309367	0.0967657058741315	0.685564904530636	6646	219	12289	0.791542573428403	1.24883191478956	2.12877864844631	0.0215550300458239	25350000	16
20221002 160406	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	59	TRUE	309367	0.0850052953382126	0.887051670372279	3114	745	7896	0.319005590672087	4.76568314874183	2.84306314849528	0.0678530631962025	26850000	17
20221002 160543	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	234	TRUE	309367	0.0151210720351406	0.288427613194411	5138	814	11049	0.575604351490943	1.0188918403906	1.45600355544593	0.00866472698528216	25190000	18
20221002 160610	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	45	TRUE	309367	0.180837555138795	0.743731570031701	532	1012	10421	0.231031509530213	3.1090857502487	0.463020982841651	0.0284875455183081	23800000	19
20221002 160636	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	47	TRUE	309367	0.234955579035191	0.58270844675911	939	446	5013	0.817559140594676	2.04096551124369	2.42729746201076	0.0829814830736723	23740000	20
20221002 160728	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	213	TRUE	309367	0.0493176662415499	0.61321623807566	7718	49	6816	0.385805480409828	3.20975082793868	0.27586539995779	0.0446350271600143	25890000	21
20221002 160805	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	159	TRUE	309367	0.201993892819931	0.308437927000018	7023	247	9359	0.663294822288056	4.69921823849695	2.67378792711922	0.0323395014740527	25770000	22
20221002 161044	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	364	TRUE	309367	0.00945788975533408	0.386135564480598	4247	27	13611	0.679198312645571	4.03683931534437	2.26318992507489	0.0805166902544443	23740000	23
20221002 161059	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	18	TRUE	309367	0.293949144538233	0.990227656206116	3578	910	6405	0.525046642166045	2.85616947984737	1.65031956598007	0.00145917737520196	25030000	24
20221002 161120	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	62	TRUE	309367	0.223334276262839	0.238608121613248	6947	980	8634	0.305524832796719	1.89496717865243	2.17806025491639	0.0117815265134494	25860000	25
20221002 161206	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	217	TRUE	309367	0.0918586404480286	0.912312316687571	6126	966	11315	0.444211665365017	3.6405195262503	0.0447987729179052	0.0734735051254069	25530000	26
20221002 161244	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	107	TRUE	309367	0.136284402213221	0.522655210933752	4706	358	13992	0.865621336709915	0.0640767132022625	2.55114893000185	0.0999005099208767	23940000	27
20221002 161305	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	56	TRUE	309367	0.284421841128529	0.866340421507549	5031	483	14975	0.205561752032696	2.29480809887819	1.80303512769751	0.0383828409236028	22370000	28
20221002 161439	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	267	TRUE	309367	0.0401779364910908	0.46889776486593	788	840	14293	0.333594577666372	3.52718809532234	2.94229673293497	0.0641927796959256	23740000	29
20221002 161503	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	45	TRUE	309367	0.110849892343103	0.245061967118333	1325	738	6199	0.871815640106797	4.99055693194451	1.56267889005054	0.00414353059734114	25530000	30
20221002 161611	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	121	TRUE	309367	0.0333041606498429	0.534923338351978	2441	593	10208	0.257547410499925	0.322649721605962	0.128849516545112	0.0551930999551486	25990000	31
20221002 161631	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	43	TRUE	309367	0.163220734878721	0.774421182450735	7471	421	5352	0.906791400278194	0.195449898116446	0.521163473972895	0.0145049399709226	24340000	32
20221002 161645	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	17	TRUE	309367	0.247600231303594	0.947236828676735	3664	405	12859	0.938334662032624	4.39285009915087	0.813734068612878	0.0958125807894653	23570000	33
20221002 161701	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	33	TRUE	309367	0.277721820080187	0.203307790366105	5618	111	8525	0.271982367548885	3.75726087853157	0.867864869806605	0.0700327788246796	25430000	34
20221002 161719	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	22	TRUE	309367	0.274081921077903	0.355837095678887	2979	927	14505	0.916824532186405	1.71726296471509	1.35258425405482	0.00769340652752564	21790000	35
20221002 161817	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	130	TRUE	309367	0.0291050710172729	0.842684365570959	2010	186	7091	0.587253481630857	2.69118833611073	2.77956745418487	0.0351655262722892	26300000	36
20221002 161908	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	155	TRUE	309367	0.0849046081640945	0.880192327611783	5356	514	8377	0.565511112787592	2.33028320205892	2.3477990480416	0.0555746375300146	26930000	37
20221002 161939	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	108	TRUE	309367	0.0943243420123387	0.891999070967162	5063	150	7928	0.501948852840068	3.2446031100358	2.13234665665135	0.0294389580981781	26710000	38
20221002 162012	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	114	TRUE	309367	0.0752158282244677	0.797230770921647	5421	788	7888	0.614290343214869	3.48568673295681	2.38178646214025	0.0630229791063777	26470000	39
20221002 162037	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	49	TRUE	309367	0.0949577629187957	0.80289282551728	3625	368	9291	0.512837931877132	1.02500276278807	2.46227730397448	0.0471003260622474	26300000	40
20221002 162059	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	51	TRUE	309367	0.104068003458995	0.994434296516754	5755	534	8249	0.299693958622332	2.67059564643765	1.45898150116792	0.078174100383464	25830000	41
20221002 162126	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	68	TRUE	309367	0.0937117566751159	0.782059123080751	4169	524	8219	0.747994914394056	3.04854582040801	2.95702777164151	0.0591170654971351	26930000	42
20221002 162214	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	188	TRUE	309367	0.0522340098137551	0.688190266521323	6042	70	7794	0.738752455395787	2.21980807753108	2.33737091977707	0.0605442535312468	26660000	43
20221002 162242	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	60	TRUE	309367	0.0854664636339982	0.856374125150984	3193	607	8333	0.540942467513143	3.84077443156116	2.77975285795312	0.0252869738246572	26300000	44
20221002 162303	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	42	TRUE	309367	0.1161889031404	0.769179332578864	4852	359	7728	0.48920940636917	4.24190841554683	2.81939218464173	0.0672963144832655	26630000	45
20221002 162330	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	68	TRUE	309367	0.0938256045516341	0.938199519872873	4506	183	7892	0.692475522001214	4.11588026334691	1.32685612109963	0.0542535949240977	26460000	46
20221002 162406	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	86	TRUE	309367	0.0798394077884566	0.602367095269895	3453	635	8035	0.331887651145918	1.97704201197808	2.90387879923902	0.055067761466885	26730000	47
20221002 162428	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	52	TRUE	309367	0.119692808258688	0.657196930503994	4548	226	8191	0.690869353242719	2.57388261612439	2.16277730127212	0.0593677187701945	26900000	48
20221002 162509	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	156	TRUE	309367	0.0662581795151663	0.654643213862692	4498	597	8550	0.70073020225284	2.15197981190489	2.82836548995168	0.0684819889591761	26660000	49
20221002 162536	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	68	TRUE	309367	0.103741792841591	0.905404421412194	5002	112	8005	0.723212000069525	2.92874994306879	2.77975075887773	0.0613628638930412	25910000	50
20221002 162610	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	100	TRUE	309367	0.0596044881022271	0.69166640968741	5370	291	7652	0.67349576887192	1.77720258905253	2.03075368438879	0.0527617136702734	26540000	51
20221002 162643	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	55	TRUE	309367	0.0991553525581182	0.517152724430815	4824	17	8754	0.739371319343723	1.80988641187953	1.29097244030338	0.0596577078794609	26020000	52
20221002 162705	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	51	TRUE	309367	0.111197856252855	0.751196792384068	5002	445	8261	0.545096647813626	2.88733230745624	2.29621435523908	0.0800188738184004	26200000	53
20221002 162731	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	51	TRUE	309367	0.0834525504185233	0.622200697995034	3515	512	8314	0.652994624683205	4.4067069798078	2.37355457078748	0.055156859695187	26660000	54
20221002 162751	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	49	TRUE	309367	0.192862416304603	0.88801276716805	4479	675	8350	0.453189500694123	3.18775169350874	2.99093801994123	0.0586268009324872	26020000	55
20221002 162839	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	156	TRUE	309367	0.0483053665077333	0.853855826379442	3752	573	7566	0.630063585321022	4.52779461658382	2.96873334772397	0.0609256127157265	25990000	56
20221002 162906	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	47	TRUE	309367	0.130754601921942	0.633541270172002	5561	600	8414	0.719734355750389	2.13469861248382	2.17790674448475	0.0400549146450509	25980000	57
20221002 162930	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	48	TRUE	309367	0.092477733812505	0.765133118852045	4446	459	8288	0.354376091621974	2.78792760761876	0.375478093494806	0.0580640527173309	26550000	58
20221002 163000	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	84	TRUE	309367	0.104561981496957	0.687217950360268	2399	106	7888	0.499405048090703	3.05584952255165	1.90097443959985	0.022385884816042	26550000	59
20221002 163027	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	47	TRUE	309367	0.088659874645092	0.813337432375082	3279	699	8418	0.342969082093147	2.25275840004761	2.4061240208579	0.0591210661401754	26050000	60
20221002 163055	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	63	TRUE	309367	0.119428376921393	0.363723541553931	4610	139	7388	0.579125630056669	1.30638839581916	1.47602860483371	0.0400239909422449	26430000	61
20221002 163129	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	120	TRUE	309367	0.0867458797313114	0.74000628179227	5315	386	7656	0.552553485049407	2.82071736908666	2.55034993474708	0.0717510072635157	26450000	62
20221002 163203	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	74	TRUE	309367	0.0947991500102041	0.490944436884431	6557	763	8233	0.377782236115355	4.42268293714955	2.93128872762922	0.0552077209155916	26740000	63
20221002 163234	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	89	TRUE	309367	0.0703037641104688	0.723978265423087	6193	295	8466	0.634765023743711	1.57145895986672	2.31303879160899	0.0498481037860099	26670000	64
20221002 163305	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	50	TRUE	309367	0.129466040760877	0.535446601969642	2997	157	7700	0.647817966343574	3.88478883992315	1.79412589532261	0.0615621424865097	25800000	65
20221002 163340	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	110	TRUE	309367	0.061191381922901	0.625436357312722	6246	377	8262	0.745895572741168	2.09020173759177	2.63970173031437	0.057736095978829	26760000	66
20221002 163418	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	88	TRUE	309367	0.0483617532764609	0.721559262718218	4529	392	8248	0.750333551932495	3.95455695989955	1.01375929673828	0.0662678911922928	26390000	67
20221002 163442	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	59	TRUE	309367	0.108158153326214	0.676988064726598	5192	428	8173	0.513887561527084	2.97601132571771	2.34079645894785	0.0555965664527568	26620000	68
20221002 163507	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	63	TRUE	309367	0.0930058710922469	0.884001465266246	4672	322	7891	0.409550148117248	3.72161676755005	0.292982667795223	0.049020236012832	26300000	69
20221002 163534	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	72	TRUE	309367	0.121274516768193	0.891199474884892	6399	192	7443	0.774330369570848	2.26664683261536	1.0456665760951	0.073555682319992	25920000	70
20221002 163600	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	65	TRUE	309367	0.0955220673247898	0.764660630951391	4773	106	8010	0.708531267839028	2.08260879132756	1.2321714019035	0.0455679218439925	26300000	71
20221002 163639	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	96	TRUE	309367	0.0669688507993373	0.846025335055114	2454	272	8231	0.638790455302224	3.28865986573659	2.13695029054278	0.0556578916868032	26580000	72
20221002 163806	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	262	TRUE	309367	0.0365298635256249	0.531329702064217	4907	526	8455	0.61708490924065	3.11092550305084	0.342812902430996	0.060767281680666	26690000	73
20221002 163855	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	94	TRUE	309367	0.064445456675276	0.46444964242695	4065	613	8276	0.727154853478817	3.33961318589154	0.663888110227263	0.0489326602054498	26970000	74
20221002 163949	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	115	TRUE	309367	0.0498410224945181	0.439573294587324	3993	681	8080	0.359770504286177	1.8943102490241	0.620578444297058	0.0521954896460142	26560000	75
20221002 164038	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	158	TRUE	309367	0.0767790439770141	0.359015356209444	4404	594	8864	0.784095591880598	4.34461244028076	0.598084288425568	0.0568362964923316	26600000	76
20221002 164115	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	99	TRUE	309367	0.0603834728530414	0.765703171129159	3233	619	8415	0.778382050807401	3.58942644189504	0.731020942271184	0.0343927658761888	26290000	77
20221002 164155	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	97	TRUE	309367	0.0697477028506448	0.362628431654174	4783	509	7808	0.8284743315334	3.24418208520113	0.657611598072289	0.0567349758288553	26470000	78
20221002 164223	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	72	TRUE	309367	0.083078846661718	0.794435206777699	5182	437	8462	0.82127092859719	1.18468225561628	2.2796256726193	0.0595687363879057	26680000	79
20221002 164327	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	205	TRUE	309367	0.0907170580786481	0.493763948531926	2985	654	8904	0.685122327629132	3.22363054015435	0.550581418732646	0.0339386303657859	26200000	80
20221002 164405	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	103	TRUE	309367	0.0862354759165182	0.595228980864503	4839	774	8317	0.608664631296611	3.4210548515758	0.78452634043313	0.0525699688090296	26250000	81
20221002 164434	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	81	TRUE	309367	0.0903636014873788	0.833963085563936	4643	219	8373	0.627143745352365	4.88376080254761	2.15596357636079	0.0561300175183773	26940000	82
20221002 164458	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	50	TRUE	309367	0.0881065183605671	0.964232209373676	4615	215	8184	0.741215109295267	3.52812422243274	2.18534562517062	0.0547217097077603	26760000	83
20221002 164609	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	194	TRUE	309367	0.0468800573721256	0.504196704296437	3443	508	8352	0.650268813787835	4.53232421377049	0.641700301956353	0.0519900704341653	26660000	84
20221002 164638	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	43	TRUE	309367	0.128534544969049	0.425456270980674	4045	49	8821	0.372127958664563	3.07791840318258	2.08356671295529	0.0314088589114831	26600000	85
20221002 164728	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	236	TRUE	309367	0.0909817212471147	0.963486717121075	4615	562	8433	0.528544594040725	3.99764052276256	2.85077573211475	0.058687482372411	26740000	86
20221002 164801	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	57	TRUE	309367	0.100109622249778	0.492290120323444	4485	529	8132	0.87833961854658	2.75560602582811	2.8716048787666	0.0599097338764095	26300000	87
20221002 164831	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	78	TRUE	309367	0.0868296538242743	0.620957326703878	4456	116	8269	0.687172235537712	3.53764375543196	2.16062494873377	0.0279372019954365	26750000	88
20221002 164856	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	44	TRUE	309367	0.106833728561556	0.709776309706579	4757	179	8870	0.628499557618963	3.39065160612387	2.08131645213582	0.0550660133564368	26180000	89
20221002 164933	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	87	TRUE	309367	0.126299978553785	0.490470214698688	2290	92	7908	0.462105186941528	1.07004113620118	2.1503321405914	0.02788093496325	26430000	90
20221002 165009	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	92	TRUE	309367	0.0823016451556782	0.923755214027348	6064	763	8331	0.922564152123618	4.57711108490253	2.32337451432026	0.0562258387873775	26780000	91
20221002 165050	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	112	TRUE	309367	0.0764849822492955	0.372982733554731	4459	571	8299	0.399560447721348	3.60330749538246	2.22919501951616	0.0373780882464911	26290000	92
20221002 165116	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	28	TRUE	309367	0.135706300801489	0.389801220237858	3634	587	8297	0.51411203152298	2.49270611144913	1.27265624549591	0.0306541159843464	26370000	93
20221002 165150	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	130	TRUE	309367	0.0935130884066188	0.779164387946085	5735	793	8333	0.748132191835072	4.92927871608094	2.87744615675793	0.0589965820405537	26700000	94
20221002 165217	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	38	TRUE	309367	0.0972700223488362	0.728338513944488	2305	427	8408	0.34332418140394	3.52881348689863	2.94896874247693	0.0583125206492589	26550000	95
20221002 165243	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	78	TRUE	309367	0.0937913457522359	0.78737972606958	6885	442	8264	0.428874968073112	4.34076227885044	2.27055679907426	0.0516646670304613	26680000	96
20221002 165341	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	160	TRUE	309367	0.040759478243087	0.83327840685868	4637	289	8071	0.598211058685436	2.97023372819574	2.37800523112982	0.0430873066672657	26980000	97
20221002 165427	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	140	TRUE	309367	0.0407617389826943	0.639465101741416	4892	346	7984	0.255792071941326	4.93245474902524	2.40752214626655	0.0669332988189781	26760000	98
20221002 165451	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	38	TRUE	309367	0.134901090364614	0.351339142348593	4263	162	8062	0.29218677573387	4.90115753393256	2.1077102319699	0.0200266218166035	25960000	99
20221002 165542	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	151	TRUE	309367	0.0454432228788112	0.976558402299911	6271	506	8414	0.71853385535498	3.19356182573539	0.900238156660533	0.0503608704107044	27100000	100
20221002 170011	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	1019	TRUE	309367	0.0062002777984438	0.852361301373896	4054	258	8392	0.634285392244567	2.1086921473479	2.08332003399543	0.0302357430914387	26340000	101
20221002 170042	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	79	TRUE	309367	0.09994207948236	0.661189666918858	6127	879	8116	0.314159739918342	4.68493284748448	2.93842788391657	0.0689936757972857	26410000	102
20221002 170215	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	271	TRUE	309367	0.0317277476712341	0.506714671978278	5136	262	8103	0.258514502685485	1.65251314766496	2.98900932881864	0.0576192762883704	26760000	103
20221002 170256	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	171	TRUE	309367	0.0716220131072016	0.932349490294553	6817	528	8389	0.697982235225568	3.55566123775665	0.737795648296053	0.055666927516929	26910000	104
20221002 170453	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	402	TRUE	309367	0.0278925176358869	0.249012806269013	4739	708	8295	0.70912742480528	2.06649424944194	2.39644056551034	0.0486765232610298	27170000	105
20221002 170731	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	578	TRUE	309367	0.0180123037022719	0.364328714991333	3899	621	8295	0.588957210273651	2.20484606714252	2.90728166255579	0.0486357088560631	26530000	106
20221002 170805	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	92	TRUE	309367	0.074027455723098	0.216948186913035	6577	666	8276	0.725448129297654	1.08359159527937	1.90453197608009	0.0486749338830807	26330000	107
20221002 170950	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	329	TRUE	309367	0.0165631363685103	0.233617981384711	3695	357	8294	0.730435615566696	3.35022838529854	0.297979225118545	0.0466501742714235	26540000	108
20221002 171129	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	335	TRUE	309367	0.0231292107783236	0.276768670918358	4153	834	8202	0.751018798454999	4.47010783378908	2.19618547946856	0.0490211272605529	26080000	109
20221002 171240	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	214	TRUE	309367	0.0306561345159051	0.214950239575736	4408	665	8658	0.633417817977066	1.47445499539077	2.59151181619958	0.0498612957611874	26610000	110
20221002 171328	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	153	TRUE	309367	0.060109559229459	0.310456310010355	4484	93	7872	0.306120506502836	2.47262395081596	2.52393956386897	0.0417815884959561	26180000	111
20221002 171417	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	132	TRUE	309367	0.0374972098189563	0.897935008872127	4320	547	8494	0.72739432836572	2.55760882615067	0.662579453989008	0.0522560517732898	26700000	112
20221002 171605	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	453	TRUE	309367	0.0278528070544361	0.296897729266304	6692	539	8058	0.80224952793701	1.96285047224742	1.95773993446994	0.0431210300731827	26370000	113
20221002 171647	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	145	TRUE	309367	0.0507057463356242	0.91538426637714	7160	304	8362	0.709975555514081	4.95241702178328	1.17628314411082	0.0472196966559612	26880000	114
20221002 171806	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	299	TRUE	309367	0.0222690782239997	0.868579024694852	5824	324	8073	0.384263366490956	4.99878824639281	2.68248425052123	0.0582280167379737	26900000	115
20221002 171839	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	95	TRUE	309367	0.0688027705086732	0.956872160026717	5470	702	8421	0.763360449281411	3.1922532349504	2.33572754636223	0.051486203536339	26120000	116
20221002 171912	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	81	TRUE	309367	0.0971809786414464	0.596743833991938	4660	331	8331	0.576503567823254	1.23763979214429	2.37514618467438	0.0524719257529609	26220000	117
20221002 171947	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	108	TRUE	309367	0.0634832520661194	0.800105496350586	5515	414	8264	0.427464717224722	2.08041685685486	2.99616635874115	0.0322821110412044	26520000	118
20221002 172058	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	325	TRUE	309367	0.0405679194383185	0.843614545113897	6309	404	8407	0.669542568435555	4.93895935421707	1.93846278451728	0.051862209144497	26870000	119
20221002 172139	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	130	TRUE	309367	0.0590194494910494	0.896748608957776	6063	553	8439	0.298392208934987	4.54775455488908	2.06178551455235	0.0203436246903505	27050000	120
20221002 172336	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	451	TRUE	309367	0.0179047483299388	0.974382060827198	4721	260	8323	0.483989387685308	4.96602188573609	2.58182865053164	0.0421791325514507	26720000	121
20221002 172608	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	446	TRUE	309367	0.0248144916125601	0.466548587319441	6064	342	8234	0.56798496770712	3.21431478389932	0.766591608122389	0.0668542968887461	27220000	122
20221002 172742	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	241	TRUE	309367	0.023183125006587	0.466454518950207	5543	346	8203	0.491953566787364	3.81482151496261	2.36250861452673	0.00998135452919803	26640000	123
20221002 172834	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	131	TRUE	309367	0.0535675374666707	0.474747079547402	6702	505	8270	0.510449331791707	3.04621989218831	0.452976998764566	0.0908850203589125	26660000	124
20221002 172913	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	114	TRUE	309367	0.0527547073886963	0.986385213886763	6894	302	8462	0.721470473917644	3.52562723658804	0.928149238559766	0.0315831639698491	2.7e+07	125
