fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220927 151304	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	272	TRUE	309367	0.0420398039438305	0.946667915381426	1715	490	9768	26470000	33
20220927 151446	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	191	TRUE	309367	0.0137511830671131	0.99490013047874	1130	377	9360	26880000	34
20220927 151512	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	309367	0.0768297395723277	0.953695439907249	2123	402	9312	26100000	35
20220927 151756	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	404	TRUE	309367	0.0282951028138036	0.992614243219328	937	736	8807	27590000	36
20220927 152205	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	429	TRUE	309367	0.0313003999327457	0.942807358656616	1151	842	9174	27260000	37
20220927 152336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	289	TRUE	309367	0.029895460806059	0.998134240573781	1099	582	9137	27410000	38
20220927 152509	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	366	TRUE	309367	0.0291117821366281	0.98192617663862	1316	744	8243	27200000	39
20220927 152632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	309367	0.0261991850211143	0.997106990355816	261	205	6195	26170000	40
20220927 153042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	477	TRUE	309367	0.0317030019682279	0.997970945539675	215	729	8944	26760000	41
20220927 153140	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	160	TRUE	309367	0.025826532790204	0.94634654455833	1930	713	8920	27200000	42
20220927 153319	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	359	TRUE	309367	0.0308019602426927	0.937999603408588	1054	343	9027	27550000	43
20220927 153340	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	26	TRUE	309367	0.137205976097137	0.612308107184304	3969	350	8790	25700000	44
20220927 153430	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	133	TRUE	309367	0.0336884059514207	0.915631878518731	1971	158	8855	27170000	45
20220927 153633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	372	TRUE	309367	0.0218448265792579	0.451031258258029	908	812	8801	27360000	46
20220927 153843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	460	TRUE	309367	0.0247583848120811	0.89898188376485	890	347	8863	27480000	47
20220927 154115	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	572	TRUE	309367	0.0221342076235859	0.675828147214334	915	980	8713	27380000	48
20220927 154221	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	197	TRUE	309367	0.0387194534603733	0.522182629956919	1933	521	5402	24960000	49
20220927 154359	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	238	TRUE	309367	0.0320547139977381	0.668051859608245	837	794	8792	27220000	50
20220927 154640	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	557	TRUE	309367	0.0205069575079221	0.952249450738063	869	766	8512	27060000	51
20220927 154821	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	337	TRUE	309367	0.0268380205023386	0.798488899096679	957	769	8894	26940000	52
20220927 155005	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	320	TRUE	309367	0.0323494598925415	0.502398483806266	1005	1024	8748	26990000	53
20220927 155111	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	309367	0.0240505113382383	0.58853288582284	1979	391	8829	26910000	54
20220927 155341	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	424	TRUE	309367	0.0179588269865946	0.573148312358011	861	903	9315	27130000	55
20220927 155516	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	215	TRUE	309367	0.0216622787959507	0.578739683048159	916	924	7743	27320000	56
20220927 155719	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	442	TRUE	309367	0.0231062521312966	0.595602688419434	1452	893	8625	27550000	57
20220927 160634	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2138	TRUE	309367	0.00569884117429978	0.564202034988718	1267	939	8440	27120000	58
20220927 160756	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	307	TRUE	309367	0.0260226216951676	0.625615054497552	2327	941	8586	26510000	59
20220927 160908	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	117	TRUE	309367	0.0238771366423878	0.575502089066952	1028	873	8626	27070000	60
20220927 161026	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	261	TRUE	309367	0.0374819840819305	0.42408422825375	1415	912	8693	26620000	61
20220927 161232	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	270	TRUE	309367	0.0341045410687446	0.974846920168824	301	326	8756	27210000	62
20220927 161400	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	218	TRUE	309367	0.0170153106908289	0.920025295843383	1491	898	8443	26800000	63
20220927 161704	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	708	TRUE	309367	0.0137518893286244	0.608645433938513	1292	970	7744	27320000	64
20220927 162118	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	753	TRUE	309367	0.00832039134976872	0.471571719244914	1411	939	9597	27130000	65
20220927 162307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	268	TRUE	309367	0.0160095660889523	0.602278766439642	1418	966	9439	26650000	66
20220927 162547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	617	TRUE	309367	0.0216120857882769	0.524722987847049	1686	813	9095	27570000	67
20220927 162758	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	320	TRUE	309367	0.0131740701983622	0.459294257228379	1525	759	9186	26350000	68
20220927 162950	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	461	TRUE	309367	0.0295762254669139	0.957519129879771	1421	810	8816	27010000	69
20220927 163139	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	205	TRUE	309367	0.0231178710411747	0.962334321768981	1017	668	8683	27840000	70
20220927 163339	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	530	TRUE	309367	0.0270463335703842	0.985712124980208	1464	431	8670	27300000	71
20220927 163458	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	86	TRUE	309367	0.0250581816881532	0.706143887013582	510	1007	7559	26250000	72
20220927 163802	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	661	TRUE	309367	0.0134988419775341	0.438721789608186	1625	907	7674	26980000	73
20220927 163907	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	119	TRUE	309367	0.0279305679408984	0.483163369814163	1412	818	9999	26570000	74
20220927 164038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	289	TRUE	309367	0.0282667232936185	0.744844390647	1185	294	9027	27230000	75
20220927 164232	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	365	TRUE	309367	0.0253963819895934	0.887121249015783	839	201	9040	27120000	76
20220927 164416	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	351	TRUE	309367	0.0276046308355672	0.89051712649463	1040	628	8700	27400000	77
20220927 164609	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	405	TRUE	309367	0.0250882099369964	0.997540498071146	1062	676	8870	27620000	78
20220927 165014	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	886	TRUE	309367	0.0110814309389416	0.960099891172613	997	657	8572	27660000	79
20220927 165158	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	251	TRUE	309367	0.0209049384527354	0.925976337214058	970	700	8592	27380000	80
20220927 165304	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	214	TRUE	309367	0.0309802115140135	0.851829145583418	1779	330	8357	27130000	81
20220927 165403	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	309367	0.0216789435152711	0.976237798605059	2078	586	8379	26930000	82
20220927 165530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	245	TRUE	309367	0.0371503083701376	0.641460506493805	728	346	9304	2.7e+07	83
20220927 165729	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	427	TRUE	309367	0.0260810058464593	0.967340246366157	970	636	9081	27520000	84
20220927 165835	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	227	TRUE	309367	0.0414070180997682	0.674549928965091	1238	171	8818	27570000	85
20220927 165948	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	260	TRUE	309367	0.0502077481848766	0.817348920673557	914	158	8465	27470000	86
20220927 170040	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	85	TRUE	309367	0.0335928349753213	0.742532431162327	1021	139	8744	26600000	87
20220927 170117	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	60	TRUE	309367	0.0642459201802117	0.695035264233197	1473	178	8551	27060000	88
20220927 170250	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	276	TRUE	309367	0.0231662019683304	0.523574963272293	1774	825	8107	26990000	89
20220927 170349	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	309367	0.0455145168555738	0.611907474387804	574	211	8559	26810000	90
20220927 170448	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	260	TRUE	309367	0.0458100922799107	0.600040987503454	2557	170	8725	26390000	91
20220927 170632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	367	TRUE	309367	0.0226674646816312	0.973271268658116	1001	656	8102	27480000	92
20220927 170818	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	417	TRUE	309367	0.0215462010106481	0.649607709194539	1195	664	8730	27660000	93
20220927 170945	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	176	TRUE	309367	0.0176300318571391	0.678883387119664	806	575	9155	26890000	94
20220927 171155	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	405	TRUE	309367	0.0108319371975647	0.642443766159175	1588	838	9087	27350000	95
20220927 171255	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	309367	0.0275187999590345	0.554469689926888	3241	440	9411	25900000	96
20220927 171402	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	180	TRUE	309367	0.0205612455542635	0.857416512735337	1563	660	8779	26770000	97
20220927 171504	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	267	TRUE	309367	0.0461306362549325	0.805312704603902	1329	182	9554	27140000	98
20220927 171603	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	97	TRUE	309367	0.0322840234850713	0.684222381118377	621	664	8650	27020000	99
20220927 171725	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	338	TRUE	309367	0.0290402388864173	0.617949328721125	1667	682	9015	27250000	100
20220927 171807	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	309367	0.0366433318035452	0.670049227216106	1518	269	8718	26650000	101
20220927 171926	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	150	TRUE	309367	0.0209820604576738	0.958066636380966	796	603	8584	27240000	102
20220927 172144	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	393	TRUE	309367	0.0200384942366276	0.57830718584857	1159	634	8647	27270000	103
20220927 172323	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	413	TRUE	309367	0.0253755366022133	0.72927490671786	1217	898	8727	27590000	104
20220927 173055	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1772	TRUE	309367	0.00518316330647821	0.621875067672528	963	669	9170	27340000	105
20220927 173144	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	167	TRUE	309367	0.0536192666010337	0.85173998678911	1081	898	8895	26850000	106
20220927 173324	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	401	TRUE	309367	0.0285196732921919	0.957567340846501	1054	662	8680	27520000	107
20220927 173617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	774	TRUE	309367	0.0164541474462164	0.980020999611669	1180	733	9083	27360000	108
20220927 173748	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	309367	0.0205894207399959	0.506786719310338	1004	675	8547	27230000	109
20220927 173840	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	169	TRUE	309367	0.042780201673437	0.932811402889101	1196	179	8447	27190000	110
20220927 174042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	549	TRUE	309367	0.0213976095541994	0.644217896174342	1469	812	9006	27430000	111
20220927 174228	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	419	TRUE	309367	0.030413262433535	0.882109299657642	962	314	9962	26960000	112
20220927 174320	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	120	TRUE	309367	0.0490537656738734	0.694552778123971	325	169	7529	26310000	113
20220927 174413	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	187	TRUE	309367	0.0567612187278588	0.901752879547924	1137	568	8959	27690000	114
20220927 174507	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	188	TRUE	309367	0.0444063003789542	0.928501487318213	1100	561	8775	27090000	115
20220927 174556	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	178	TRUE	309367	0.0662967145698926	0.942105092305034	1243	586	9258	26450000	116
20220927 174629	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	73	TRUE	309367	0.0572217413627972	0.730109304830379	1196	277	8796	26650000	117
20220927 175043	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1062	TRUE	309367	0.00924854655842916	0.759447111880625	1151	896	8895	27010000	118
20220927 175116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	67	TRUE	309367	0.0577621697771237	0.930974884167745	1156	479	8285	27030000	119
20220927 175455	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	672	TRUE	309367	0.00608221785783441	0.611134842493894	1742	996	9402	26640000	120
