Feature	Gain	Cover	Frequency
mforex_sell	0.000178060968499144	0.00260989171537383	0.000672581870357866
Master_mpagosdolares	0.000176778737108273	0.00132718909244878	0.000888863099257259
ccajas_otras	0.000158323675594983	0.000985607932562411	0.000147704253882512
Master_Finiciomora	0.000144185673275807	0.00136685381795659	0.000226831532748143
Visa_cadelantosefectivo	0.000143137342139744	0.00149902882992064	0.000211006076975017
minversion1_pesos	0.000139154337967709	0.00208876093388006	0.000250569716407833
cinversion1	0.00013416689385894	0.00128646995267311	0.000163529709655638
mcheques_emitidos	0.00012037514923068	0.000802984432717552	0.000121328494260635
Master_madelantopesos	0.000119810306546871	5.53631009556309e-05	0.000174080013504389
Master_delinquency	8.07566243368734e-05	0.00112136541227989	0.000424649729912221
Visa_delinquency	7.87481734931009e-05	0.0015827296976288	0.000712145509790682
ctarjeta_visa_descuentos	7.57626244135974e-05	8.55880370749807e-05	9.75903106009453e-05
cforex_buy	7.14153824141762e-05	0.00267375627777371	0.000429924881836597
Master_cadelantosefectivo	6.84265511074389e-05	6.65415568289815e-05	3.95636394328157e-05
cforex	6.39745786629145e-05	0.00200867363629884	0.00135835162052667
Visa_madelantopesos	5.32181470173006e-05	0.000545013899850036	0.000195180621201891
mtarjeta_master_descuentos	4.41936418584583e-05	0.000350773444471617	7.38521269412559e-05
ctarjeta_master_descuentos	1.69208680963183e-05	0.000123762038962722	2.37381836596894e-05
cinversion2	1.07067146203673e-05	2.58907546626945e-05	1.8463031735314e-05
cforex_sell	1.0111931231884e-05	0.000150100054517598	6.33018230925051e-05
mpagodeservicios	9.23399147613165e-06	3.33229077447254e-05	1.05503038487508e-05
cprestamos_hipotecarios	8.74747626163562e-06	0.000126250228842832	1.58254557731263e-05
mprestamos_hipotecarios	7.72380918392075e-06	3.78051540217112e-05	1.8463031735314e-05
cprestamos_prendarios	3.09348374250935e-06	1.37713424755279e-05	2.63757596218771e-06
Visa_madelantodolares	4.96912271289542e-09	1.59432518814403e-05	3.42884875084402e-05
Master_madelantodolares	2.70219213923213e-10	3.36124664614072e-06	1.05503038487508e-05
