fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221118 044953	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	338	1	1	1	0.1	50	0.5	FALSE	309367	0.170654388275449	0.85090620428998	0.700468745109058	3.78966093696571	0.017810815635666	20420	42280000	17
20221118 045214	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	58	1	1	1	0.1	50	0.5	FALSE	309367	0.158770757075617	0.588574706878653	0.43087240779481	7.04564739603631	0.0215986090342423	17635	44890000	18
20221118 045422	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	50	1	1	1	0.1	50	0.5	FALSE	309367	0.167593838217374	0.640318577974013	0.997958921501495	8.29707351586606	0.0189213056589308	17742	44916000	19
20221118 045734	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1139	1	1	1	0.1	50	0.5	FALSE	309367	0.166813404993829	0.620900222301655	0.382592433497575	1.80846780780781	0.0168480987208267	18593	40254000	20
20221118 045945	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	77	1	1	1	0.1	50	0.5	FALSE	309367	0.167204198230465	0.343317951853524	0.998809725953655	6.39717684068324	0.0179687562468918	19786	41948000	21
20221118 050119	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	48	1	1	1	0.1	50	0.5	FALSE	309367	0.169238735354615	0.718376157834021	0.50903137374259	6.47297435003272	0.0175042112767874	19249	43822000	22
20221118 050257	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	0.1	50	0.5	FALSE	309367	0.212429216313543	0.634488298816801	0.673762479141805	6.89877096306163	0.0145478116074032	21202	41196000	23
20221118 050448	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	62	1	1	1	0.1	50	0.5	FALSE	309367	0.164471654548576	0.616584414202792	0.935726220651073	6.67754591200173	0.020002073588032	18402	44316000	24
20221118 050641	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	87	1	1	1	0.1	50	0.5	FALSE	309367	0.150770428898813	0.608016819060867	0.506125515076953	6.02173930317417	0.0212541321757425	17904	44752000	25
20221118 050956	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	212	1	1	1	0.1	50	0.5	FALSE	309367	0.159351031204418	0.623937828352491	0.699275780979865	8.06648904965221	0.00640316046346326	17060	44680000	26
20221118 051143	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	326	1	1	1	0.1	50	0.5	FALSE	309367	0.162699280842725	0.62042753445775	0.0766557864981453	6.24287331397817	0.0188850732985808	18576	44448000	27
20221118 051318	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	56	1	1	1	0.1	50	0.5	FALSE	309367	0.165834063101418	0.627239432023693	0.669662930857747	5.81973516832852	0.0250042359017963	15876	46008000	28
20221118 051553	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	77	1	1	1	0.1	50	0.5	FALSE	309367	0.167365787471101	0.571765928188976	0.60910119404274	5.73333437503864	0.0188268457493734	19105	43710000	29
20221118 051732	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	72	1	1	1	0.1	50	0.5	FALSE	309367	0.163355791264237	0.6533425124812	0.704913510924197	5.73656011559159	0.0205174671118544	17830	44580000	30
20221118 051855	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	39	1	1	1	0.1	50	0.5	FALSE	309367	0.169634439827519	0.625819681864214	0.535864566763172	6.05234148718874	0.0193723486530327	18687	43506000	31
20221118 052225	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	320	1	1	1	0.1	50	0.5	FALSE	309367	0.131910484936876	0.608225438978488	0.739641926353398	5.88668689362652	0.0170266436764027	19434	43292000	32
20221118 052355	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	38	1	1	1	0.1	50	0.5	FALSE	309367	0.244308708810943	0.680696338817279	0.659182638742923	5.80214069449442	0.023011489268817	16779	46122000	33
20221118 052554	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	124	1	1	1	0.1	50	0.5	FALSE	309367	0.120896832376591	0.689115783140933	0.949227237328584	5.80641875742986	0.0202563609466044	18576	44208000	34
20221118 052742	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	104	1	1	1	0.1	50	0.5	FALSE	309367	0.112345473003484	0.733171659019762	0.670069865050514	5.80541554060243	0.0224302251787021	17420	4.5e+07	35
20221118 052902	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	35	1	1	1	0.1	50	0.5	FALSE	309367	0.291608921594273	0.639789032470476	0.573126796885349	5.81259854192885	0.0239630454834919	15937	46126000	36
20221118 053028	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	47	1	1	1	0.1	50	0.5	FALSE	309367	0.28238411427187	0.62661373100437	0.667593364696144	5.80213069994045	0.0202534102783449	18003	44474000	37
20221118 053147	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	36	1	1	1	0.1	50	0.5	FALSE	309367	0.255414724512457	0.67220693568815	0.562043658861902	5.81812944628624	0.0231127247005149	17025	44990000	38
20221118 053321	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	76	1	1	1	0.1	50	0.5	FALSE	309367	0.137722847851135	0.653572489272994	0.588760342833167	5.81115747073026	0.0208698340443012	17730	44700000	39
20221118 053450	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	37	1	1	1	0.1	50	0.5	FALSE	309367	0.269829669143298	0.622365762379833	0.678314557601549	5.81828382256125	0.0220204496859684	16904	45072000	40
20221118 053613	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	57	1	1	1	0.1	50	0.5	FALSE	309367	0.237690670997613	0.638193049945543	0.525155293443982	5.82406446218296	0.0191426872959528	19191	43218000	41
20221118 053759	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	48	1	1	1	0.1	50	0.5	FALSE	309367	0.232296532865803	0.883657785235718	0.649085828251985	7.32825676057674	0.0198175677999229	18013	43414000	42
20221118 054604	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	369	1	1	1	0.1	50	0.5	FALSE	309367	0.063213916752144	0.865986203844286	0.531704868473799	11.4435586382973	2.98431541351537e-05	19090	43740000	43
20221118 055512	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1153	1	1	1	0.1	50	0.5	FALSE	309367	0.134251448010049	0.550328219071124	0.232556533505884	3.36326760303229	0.0203795073545488	17557	41766000	44
20221118 060534	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1198	1	1	1	0.1	50	0.5	FALSE	309367	0.0413659581784345	0.487588483370841	0.595138317803061	3.40869267075229	0.0218774530412242	18243	43834000	45
20221118 060850	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	592	1	1	1	0.1	50	0.5	FALSE	309367	0.0840320567654271	0.895767206591461	0.830440383152163	3.50646017027576	0.019353835961585	19476	43048000	46
20221118 070857	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9920	1	1	1	0.1	50	0.5	FALSE	309367	0.0131151892453537	0.393767816753173	0.629642744058208	2.28076654169103	0.0187109308937748	19275	41770000	47
20221118 071429	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1124	1	1	1	0.1	50	0.5	FALSE	309367	0.0380511137008783	0.893779674310377	0.600191717207001	3.82495038426877	0.017710503116488	20601	41918000	48
20221118 072511	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1412	1	1	1	0.1	50	0.5	FALSE	309367	0.114571539970684	0.464888648769027	0.391347257852694	3.09349039011099	0.0200891112375938	17985	43710000	49
20221118 072907	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	274	1	1	1	0.1	50	0.5	FALSE	309367	0.145834570426813	0.793201937552495	0.410512114021589	9.37148941941722	0.0014459091586926	17378	43004000	50
20221118 073438	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	426	1	1	1	0.1	50	0.5	FALSE	309367	0.121042367448101	0.82068673354676	0.977958676495973	8.58673800587794	0.000514638680462215	17681	44238000	51
20221118 073804	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	94	1	1	1	0.1	50	0.5	FALSE	309367	0.199918575704357	0.783030056497967	0.914186616894393	9.98830322055798	0.00191340978327761	16432	44256000	52
20221118 073924	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	58	1	1	1	0.1	50	0.5	FALSE	309367	0.218603880688649	0.787222488228371	0.735264969498024	4.35537475467986	0.020876762262386	17914	44172000	53
20221118 074730	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1051	1	1	1	0.1	50	0.5	FALSE	309367	0.109968587925464	0.403641193107096	0.768170860891289	2.48475202945294	0.0233881646942374	16910	45060000	54
20221118 074829	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	27	1	1	1	0.1	50	0.5	FALSE	309367	0.275966630963994	0.658215056956234	0.124855538939487	8.36178088364052	0.0197926866343286	16527	45106000	55
20221118 075151	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	116	1	1	1	0.1	50	0.5	FALSE	309367	0.169967624118173	0.486030879310146	0.511911501188087	9.05828716015187	0.0060376338929388	19357	40566000	56
20221118 075600	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	608	1	1	1	0.1	50	0.5	FALSE	309367	0.0178639741760772	0.620497633383656	0.266895625603571	5.60971092423913	0.0178633539041527	18952	43616000	57
20221118 080005	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	388	1	1	1	0.1	50	0.5	FALSE	309367	0.177412112820136	0.458840687337052	0.118443537213525	5.71178590928204	0.018949500618923	18719	44162000	58
20221118 081356	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2285	1	1	1	0.1	50	0.5	FALSE	309367	0.009623558378038	0.696415882364335	0.218230899248866	8.2327599336158	0.0160687121394018	19098	44204000	59
20221118 081723	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	356	1	1	1	0.1	50	0.5	FALSE	309367	0.260773590519879	0.325990766777331	0.416820374639775	3.57697271070769	0.0192433272340594	19371	43178000	60
20221118 081910	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	50	1	1	1	0.1	50	0.5	FALSE	309367	0.194506599775966	0.682916441112338	0.93933007890085	7.05111592342262	0.021025687074257	17248	45824000	61
20221118 083205	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1329	1	1	1	0.1	50	0.5	FALSE	309367	0.0307696748388978	0.5600147611605	0.962188789714628	3.9294271233303	0.0206370184895294	18655	44210000	62
20221118 083421	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	743	1	1	1	0.1	50	0.5	FALSE	309367	0.090017649212312	0.722664722057758	0.796114066046826	1.17151770183328	0.00885000735086501	20298	36044000	63
20221118 083642	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	24	1	1	1	0.1	50	0.5	FALSE	309367	0.242918183163455	0.532210760262608	0.618681332033197	8.2527572203055	0.0177363217430936	18728	42064000	64
20221118 084716	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1702	1	1	1	0.1	50	0.5	FALSE	309367	0.140711665800501	0.330633810530137	0.320972962432133	1.45882382402383	0.0160643971787252	19550	38340000	65
20221118 084915	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	83	1	1	1	0.1	50	0.5	FALSE	309367	0.108025461786207	0.737657806041883	0.890999300299969	6.15544190719328	0.0193783635153606	18786	44988000	66
20221118 085152	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	58	1	1	1	0.1	50	0.5	FALSE	309367	0.161389927610919	0.578011640159553	0.655508388836554	6.92680071225273	0.0221069192332463	17737	44766000	67
20221118 085410	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	213	1	1	1	0.1	50	0.5	FALSE	309367	0.146127505951228	0.850136605364783	0.397180767004052	7.04405966549716	0.0157139911628345	19802	42156000	68
20221118 085804	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	155	1	1	1	0.1	50	0.5	FALSE	309367	0.205691088077936	0.809142413468706	0.776152190771268	10.0986954961277	9.39360805913652e-05	18868	40904000	69
20221118 090251	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	266	1	1	1	0.1	50	0.5	FALSE	309367	0.149893149507942	0.391629152141511	0.85421549340738	9.34530306893564	0.000517425010392382	17840	43280000	70
20221118 090410	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	67	1	1	1	0.1	50	0.5	FALSE	309367	0.219445360464135	0.839962547504297	0.455773956686177	5.67762521663774	0.0222976608879688	17065	46030000	71
20221118 090946	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	630	1	1	1	0.1	50	0.5	FALSE	309367	0.238268933073925	0.555572265130095	0.290562065420055	3.08717607410229	0.0243382716500907	15688	43104000	72
20221118 091405	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	179	1	1	1	0.1	50	0.5	FALSE	309367	0.181589655494514	0.548687217658432	0.803174444976158	8.8157796327963	0.00178349514692478	18758	42564000	73
20221118 091942	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	230	1	1	1	0.1	50	0.5	FALSE	309367	0.0734985110865475	0.491835742823593	0.687462925734057	10.2771523705723	0.00228158915648789	17282	45276000	74
20221118 092117	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	65	1	1	1	0.1	50	0.5	FALSE	309367	0.2341267231901	0.714662871279521	0.828729857430281	5.66766032699356	0.0193767760910874	18600	44480000	75
20221118 092600	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	228	1	1	1	0.1	50	0.5	FALSE	309367	0.23026434800052	0.492904424690176	0.182493596750661	11.6662111685041	2.08457730406015e-05	16173	41894000	76
20221118 093002	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	157	1	1	1	0.1	50	0.5	FALSE	309367	0.245210533737445	0.481380526996544	0.417878495456302	10.4373916885785	0.000181923361005659	16921	41278000	77
20221118 102914	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	8231	1	1	1	0.1	50	0.5	FALSE	309367	0.0139883619335608	0.568664149546064	0.526040402197547	2.53037143982993	0.0261582684652348	15356	45608000	78
20221118 103115	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	249	1	1	1	0.1	50	0.5	FALSE	309367	0.0717380820463575	0.68981850549099	0.118329304195999	7.48290513896197	0.0180895982447653	18823	43714000	79
20221118 103647	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	570	1	1	1	0.1	50	0.5	FALSE	309367	0.191300274373807	0.551596623524046	0.36895583884191	3.25906029527402	0.0211631637966746	17692	44856000	80
20221118 103839	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	48	1	1	1	0.1	50	0.5	FALSE	309367	0.270857407921364	0.39888292624969	0.336702589606086	5.72956630523736	0.0178483436709731	19677	41766000	81
20221118 104114	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	57	1	1	1	0.1	50	0.5	FALSE	309367	0.151339672485315	0.795623030500067	0.175658413230756	11.7981976444223	0.00518299320576284	19794	40972000	82
20221118 110108	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2729	1	1	1	0.1	50	0.5	FALSE	309367	0.0326282827708579	0.507931232037256	0.988052172174945	1.44859055011021	0.023392495487849	15301	42198000	83
20221118 110750	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	429	1	1	1	0.1	50	0.5	FALSE	309367	0.046179143328158	0.386865029552858	0.4133825163431	10.3139125545642	0.00282402145874647	18398	44804000	84
20221118 111008	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	144	1	1	1	0.1	50	0.5	FALSE	309367	0.0801702989657514	0.663683185606543	0.715061607906292	6.43661370326881	0.0182389249768202	19636	43688000	85
20221118 111134	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	18	1	1	1	0.1	50	0.5	FALSE	309367	0.233583076565567	0.665283947756421	0.654964003168838	6.68768632027879	0.0176220426098379	19856	41568000	86
20221118 111644	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1351	1	1	1	0.1	50	0.5	FALSE	309367	0.078664474797555	0.636904136089096	0.570820017863589	3.18365630446468	0.020438035873622	18361	44638000	87
20221118 112149	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2088	1	1	1	0.1	50	0.5	FALSE	309367	0.0732361778948898	0.775861405133642	0.0604807245911565	5.11610779463896	0.0207396265821146	17744	43072000	88
20221118 112501	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	231	1	1	1	0.1	50	0.5	FALSE	309367	0.0760461500812403	0.645720048111817	0.684364118517039	7.17604662400787	0.0200474458394894	17146	45868000	89
20221118 113821	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	879	1	1	1	0.1	50	0.5	FALSE	309367	0.112864241072218	0.581888497036183	0.732634374191775	8.46326878417353	0.000119589803951066	15112	46256000	90
20221118 114123	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	98	1	1	1	0.1	50	0.5	FALSE	309367	0.180046511240047	0.321366063197097	0.63364950934411	10.1740867189337	0.00292068856166602	16985	43310000	91
20221118 115528	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	745	1	1	1	0.1	50	0.5	FALSE	309367	0.024678825682099	0.563450715642655	0.910009304568905	9.48695461995434	0.00363146609647317	18576	44688000	92
20221118 120243	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	879	1	1	1	0.1	50	0.5	FALSE	309367	0.0836111818155937	0.329695216819458	0.208989409714576	4.28072395047499	0.0207043565073771	17914	43452000	93
20221118 120504	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	16	1	1	1	0.1	50	0.5	FALSE	309367	0.29589552787686	0.739344251793763	0.702603690905578	8.09655737912212	0.019741341257277	17024	45072000	94
20221118 120851	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	199	1	1	1	0.1	50	0.5	FALSE	309367	0.080956842767268	0.317215067267418	0.547677398254396	5.60849636198208	0.0191280725390099	19157	44006000	95
20221118 121554	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	424	1	1	1	0.1	50	0.5	FALSE	309367	0.0262817945978511	0.424156196942646	0.587335042589367	4.96232893140498	0.0182697319213505	19710	42900000	96
20221118 121908	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	87	1	1	1	0.1	50	0.5	FALSE	309367	0.105734399121003	0.314301142193796	0.8550092397128	7.43808567858418	0.0169124101859201	20764	41752000	97
20221118 123553	471	824210	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	879	1	1	1	0.1	50	0.5	FALSE	309367	0.0478501338773791	0.556272695321543	0.721272856847243	8.75963696058141	0.00124947592556367	17635	44890000	98
