Feature	Gain	Cover	Frequency	pos
vmr_msaldopesos	0.000767010103358372	0.000967253237230904	0.00100688034905185	99
canarito605	0.000763184357249953	0.00287771575024587	0.0015942272193321	100
cliente_edad_lag2	0.000746654063775933	0.000649267258554204	0.00100688034905185	101
tcallcenter	0.000741513743285181	0.00197843029525377	0.000839066957543212	102
Visa_fechaalta	0.000737449586125442	0.000945503546914489	0.00109078704480618	103
mcomisiones_otras_rank_lag1	0.000733963604855842	0.000813215873534269	0.0011746937405605	104
vmr_mpagominimo_lag2	0.000732318512197992	0.000255134421058748	0.000922973653297533	105
Master_mfinanciacion_limite_rank_delta1	0.00071671457581456	0.000954887115837921	0.00142641382782346	106
vmr_mpagospesos_delta2	0.000713380966339165	0.00121091630263753	0.00109078704480618	107
canarito848	0.000701050945624769	0.00179001327866774	0.0015942272193321	108
vm_mpagominimo_rank_lag1	0.000694388183242679	0.000234371267328415	0.000587346870280248	109
canarito530	0.0006910084802786	0.00227616933120448	0.00167813391508642	110
ctransferencias_recibidas_lag2	0.000684533191655175	0.00393403259275982	0.00134250713206914	111
canarito899	0.000681821233156337	0.00346831849599515	0.00151032052357778	112
Master_mfinanciacion_limite_rank_delta2	0.000675339311567467	0.00114423331223177	0.00125860043631482	113
canarito643	0.000664062211419903	0.00186013767576913	0.0015942272193321	114
mcomisiones_otras_rank_delta2	0.000661424318632995	0.000813502657425572	0.00100688034905185	115
canarito425	0.000653494378312658	0.000263737937797836	0.0011746937405605	116
vmr_msaldopesos2_lag2	0.000652561717839003	0.000543891385533852	0.000587346870280248	117
mcaja_ahorro_dolares_rank_delta2	0.000651468913000162	0.00209984312347578	0.00109078704480618	118
mcuentas_saldo_rank_lag1	0.000649954776969074	0.000374562704752944	0.00109078704480618	119
mcuenta_debitos_automaticos_rank_lag1	0.000646874384769037	0.00196986119258164	0.000922973653297533	120
mcaja_ahorro_dolares_rank_delta1	0.000645437191329284	0.00332600485777498	0.0011746937405605	121
canarito194	0.000643298444806418	0.00105996473361132	0.00125860043631482	122
thomebanking	0.000639956251776001	0.00228039079008446	0.000922973653297533	123
canarito373	0.000636764156133125	0.00140471338502441	0.00134250713206914	124
canarito367	0.000631416375547151	0.000544487896027762	0.00151032052357778	125
ccomisiones_otras	0.000628511559470239	0.00100091019471422	0.000587346870280248	126
canarito973	0.000626770728416756	0.000514008504060086	0.00125860043631482	127
canarito561	0.000623750235651732	0.00132129368672221	0.00134250713206914	128
canarito358	0.000623187112932195	0.00109615686069375	0.00142641382782346	129
canarito630	0.000618043946310247	0.000548261972037309	0.00125860043631482	130
mcomisiones_rank_lag2	0.000617517900166785	0.00103133222990363	0.000839066957543212	131
canarito820	0.000612185017088599	0.0004526023372543	0.00100688034905185	132
canarito1005	0.000612038031035566	0.00154465245262459	0.00125860043631482	133
canarito123	0.000611810031136006	0.0015958720556113	0.00109078704480618	134
Master_mlimitecompra_rank_delta1	0.000611795391144478	0.00115688621751606	0.00142641382782346	135
ccaja_ahorro_ratioavg3	0.000610396797278083	0.0053337215240086	0.000755160261788891	136
canarito461	0.000608789105974278	0.00358709291241718	0.00134250713206914	137
canarito1084	0.000605007402833282	0.000988991456191667	0.0011746937405605	138
cpayroll_trx_max3	0.00060391308748862	9.31703506064992e-05	0.000167813391508642	139
Master_mlimitecompra_rank_lag1	0.000600175171720551	0.00119264243308371	0.000755160261788891	140
canarito83	0.000599446252730461	0.00252006182372415	0.00151032052357778	141
Visa_cconsumos_lag1	0.000599224298697709	0.0010373776343323	0.00100688034905185	142
vmr_msaldototal_lag1	0.000596295933335396	0.00143128104471471	0.000839066957543212	143
canarito632	0.000594904801675235	0.00097855252254824	0.0011746937405605	144
canarito765	0.000591163570865767	0.001364299799062	0.00125860043631482	145
canarito74	0.000590608363888564	0.0036034969509997	0.00142641382782346	146
canarito834	0.000589730273800761	0.00182625129117277	0.0015942272193321	147
canarito309	0.000589178624007113	0.000720447020375594	0.00134250713206914	148
ctrx_quarter_normalizado_delta2	0.000588153599753882	0.00162549109590506	0.00100688034905185	149
mprestamos_personales_rank_delta1	0.000587329215258523	0.00167542590705873	0.00100688034905185	150
mcomisiones_mantenimiento_rank_lag2	0.000582721826588529	0.00147238291201625	0.0011746937405605	151
canarito473	0.00058264452558837	0.000340974575403544	0.00125860043631482	152
canarito37	0.000581272623090092	0.000363917286707779	0.0011746937405605	153
canarito585	0.000573105300822593	0.000349555149431328	0.00125860043631482	154
canarito159	0.000572466700856108	0.000574806689016309	0.0011746937405605	155
canarito995	0.000567635720811175	0.00129369360502322	0.00134250713206914	156
Visa_mpagominimo_rank_lag1	0.000564204380071781	0.000693971131530507	0.000755160261788891	157
canarito124	0.000563743312583286	0.00147811858984231	0.00125860043631482	158
canarito15	0.000557682807705122	0.000992157550351652	0.0011746937405605	159
canarito801	0.000557554989317553	0.00105507793610352	0.00109078704480618	160
canarito480	0.000555720322413937	0.000371545738216437	0.00109078704480618	161
canarito860	0.00055482664298362	0.00107955780906514	0.00109078704480618	162
ctransferencias_recibidas_lag1	0.000552757184669541	0.0021281085438026	0.00109078704480618	163
canarito539	0.000551620688545929	0.000262957885613492	0.00100688034905185	164
mcomisiones_mantenimiento_rank_delta1	0.000550640589349398	0.00120259956978975	0.000755160261788891	165
canarito44	0.000548972862165398	0.00146325171291717	0.0011746937405605	166
Visa_mfinanciacion_limite_rank_delta1	0.00054817502874945	0.000416054598146653	0.00125860043631482	167
canarito817	0.000548007685459576	0.00115311214150651	0.0011746937405605	168
canarito1046	0.00054798655759572	0.000629203857518651	0.00100688034905185	169
canarito277	0.000543332314418842	0.000361072390506054	0.00100688034905185	170
canarito241	0.000542117822577699	0.0017448390801097	0.00125860043631482	171
Visa_mfinanciacion_limite_rank_delta2	0.000540048805308259	0.000823368023286393	0.0011746937405605	172
canarito1006	0.000538560217196227	0.000233556801077114	0.000839066957543212	173
vmr_Master_mlimitecompra_delta2	0.000538468316561565	0.00260522516808547	0.000922973653297533	174
ccallcenter_transacciones	0.00053590856842883	0.00280637538944535	0.000839066957543212	175
Master_fechaalta_lag1	0.000534358458913703	0.000691871873446169	0.000922973653297533	176
canarito612	0.000534197422850424	0.000186753670016475	0.00109078704480618	177
mcomisiones_rank_lag1	0.000533613739187154	0.00214888316888858	0.000839066957543212	178
vm_msaldopesos_rank_lag1	0.00053358693443501	0.000198442981425982	0.000419533478771606	179
canarito781	0.000528649782742409	0.00105050086519832	0.00109078704480618	180
vmr_mpagominimo_delta1	0.000528647361320865	0.00107262911025126	0.000839066957543212	181
canarito521	0.000528077472073345	0.000469040789903785	0.0011746937405605	182
chomebanking_transacciones_delta2	0.000522652571132947	0.00249371211979124	0.00109078704480618	183
canarito160	0.00052173770042059	0.00137701006112455	0.00125860043631482	184
canarito178	0.000520609440973755	0.00218867730164578	0.00125860043631482	185
canarito1049	0.000520095874760063	0.000469694657175955	0.0011746937405605	186
canarito830	0.000520046058816195	0.000954325019410968	0.00109078704480618	187
canarito46	0.000518318295752	0.000693007537655729	0.00100688034905185	188
ctrx_quarter	0.000517081028135116	0.00175101066945054	0.000839066957543212	189
Visa_mconsumospesos_rank_delta1	0.000514712145672971	0.000247093000746613	0.00100688034905185	190
canarito228	0.000513994924455055	0.000274716025156912	0.00100688034905185	191
mactivos_margen_rank_delta2	0.000513193059180059	0.000709033021501737	0.000922973653297533	192
ctransferencias_emitidas_delta2	0.000513016575984737	0.00320929528537033	0.00100688034905185	193
canarito583	0.000512827318829887	0.000344794536835699	0.00100688034905185	194
canarito677	0.000512212281601143	0.000188875870812116	0.000755160261788891	195
canarito48	0.000511935069191339	0.000626852229609967	0.00100688034905185	196
vm_fechaalta	0.00051136141136632	0.000322654820427112	0.000587346870280248	197
vmr_mpagominimo_lag1	0.000509737554191062	0.000255283548682225	0.00067125356603457	198
canarito987	0.000507028230429476	0.00179206665132946	0.00125860043631482	199
canarito849	0.000506870106798221	0.00307914128414141	0.0011746937405605	200
ccomisiones_otras_lag2	0.000504211605023502	0.000413416186346666	0.000587346870280248	201
canarito189	0.000499973877100465	0.000304162995115898	0.00100688034905185	202
mv_status07_rank	0.000497644748230437	0.000172770087476543	0.000167813391508642	203
canarito499	0.000496450043823366	0.00120062649661758	0.00100688034905185	204
Master_Fvencimiento_lag1	0.000495238814175136	0.00067670674127407	0.000755160261788891	205
ctarjeta_debito_transacciones_ratioavg3	0.000491087177396818	0.001037354691621	0.000922973653297533	206
canarito1067	0.000488984626321633	0.00134701246609426	0.00109078704480618	207
canarito877	0.000487490013482187	0.000286703591813375	0.000922973653297533	208
canarito144	0.00048722166424394	0.000268865633774332	0.000922973653297533	209
tcallcenter_delta2	0.000479148796634303	0.00073315728243814	0.000503440174525927	210
canarito772	0.00047811085428931	0.000235082491378846	0.00100688034905185	211
canarito873	0.000476385476133159	0.00239388838290651	0.00125860043631482	212
canarito619	0.000476047904986953	0.00109053589642421	0.00100688034905185	213
vm_mpagospesos_rank_lag2	0.000476021694059617	0.000197651457885986	0.00067125356603457	214
canarito349	0.000475900784410502	0.000784353942713541	0.00100688034905185	215
canarito258	0.000473978542761031	0.00166546877035269	0.0011746937405605	216
canarito174	0.000473721995070168	0.000280543473828188	0.00100688034905185	217
canarito216	0.000473581062570997	0.00147297942251016	0.00109078704480618	218
canarito365	0.000472439725526059	0.00054393727095646	0.00100688034905185	219
Visa_fechaalta_lag1	0.000471793398150025	0.000267856154476946	0.000587346870280248	220
canarito642	0.00047119350441475	0.000581597731562363	0.00100688034905185	221
canarito252	0.000471193298786095	0.000933745407371069	0.000922973653297533	222
canarito266	0.000470388164592014	0.000206897370541593	0.000922973653297533	223
canarito104	0.00046811316602408	0.000912374271791174	0.000922973653297533	224
canarito392	0.000468110898343586	0.00252400797006848	0.00125860043631482	225
canarito1011	0.000467587765593031	0.000547871945945137	0.000839066957543212	226
canarito665	0.00046756160078801	0.00044615543537781	0.00109078704480618	227
canarito909	0.000466241165028129	0.000617778387289141	0.00100688034905185	228
Visa_cconsumos_delta2	0.000466114615004226	0.0013096043753127	0.000922973653297533	229
canarito519	0.000464889050924806	0.000836778038043719	0.00109078704480618	230
vm_msaldototal_rank_lag1	0.000464226544224978	0.000180318239495637	0.000251720087262964	231
canarito454	0.000462528820240275	0.000872832508858324	0.00100688034905185	232
ccomisiones_otras_max3	0.000460705353372183	0.000329698232797512	0.000839066957543212	233
canarito647	0.000459471840880456	0.000595053631742297	0.000839066957543212	234
canarito112	0.000458544918791508	0.000190000063666024	0.000839066957543212	235
canarito676	0.000457453901192378	0.000146753052857541	0.000755160261788891	236
canarito56	0.000455471961893023	0.00149508472485179	0.00109078704480618	237
canarito504	0.000454688691598077	0.00116622390101688	0.00100688034905185	238
mcuenta_corriente_rank_lag1	0.000454556120690286	0.000942899549181459	0.000922973653297533	239
canarito696	0.000453499227839063	0.00147046719562235	0.00109078704480618	240
canarito685	0.000452140055099762	0.000290156469864663	0.000922973653297533	241
canarito721	0.000452044416635812	0.00402753561268023	0.0011746937405605	242
canarito986	0.00045094516620343	0.000356655918579988	0.00109078704480618	243
canarito170	0.00045068399090695	0.00092725262007197	0.00100688034905185	244
canarito980	0.000450285240431486	0.000876560699445262	0.00109078704480618	245
canarito335	0.000449787090601626	0.000679884306789706	0.00109078704480618	246
canarito384	0.00044974601099295	0.000389188683209394	0.000922973653297533	247
canarito243	0.000449396371174285	0.000900765259871231	0.00109078704480618	248
canarito36	0.000449387127493627	0.000685092302255768	0.000922973653297533	249
canarito239	0.000448595668565982	0.00181186621118502	0.00109078704480618	250
canarito70	0.000448085680675239	0.000831466800376788	0.00109078704480618	251
canarito158	0.000447673097348762	0.00117081244327773	0.00100688034905185	252
canarito883	0.000446249904914296	0.000420264585670981	0.00109078704480618	253
canarito421	0.000445825362455859	0.000348419485221768	0.00100688034905185	254
canarito916	0.000445533930920652	0.000538557205155617	0.000922973653297533	255
canarito58	0.000444660772077043	0.00163602180039371	0.00109078704480618	256
canarito948	0.000443554028690216	0.000407875521566694	0.000922973653297533	257
vm_mfinanciacion_limite_rank	0.000440312095003196	0.000185147680225178	0.000755160261788891	258
canarito859	0.000440128641573	0.00157401912309401	0.00100688034905185	259
canarito1027	0.000439570523124654	0.00060439131524312	0.00100688034905185	260
canarito1058	0.000436530034414258	0.00043461525159178	0.000922973653297533	261
canarito650	0.000435908086525297	0.000636476697002093	0.00109078704480618	262
canarito28	0.000435626757698868	0.000149035852632312	0.000922973653297533	263
canarito897	0.000435264370825358	0.000401956302050201	0.000839066957543212	264
canarito422	0.000434144413395247	0.000780545452637038	0.00100688034905185	265
canarito745	0.000433127105020985	0.00123929643652087	0.00100688034905185	266
canarito470	0.000432805705511522	0.000870182625702685	0.0011746937405605	267
canarito720	0.00043115313431245	0.000447933495503888	0.00100688034905185	268
canarito26	0.000430446220471084	0.00019025243349037	0.000839066957543212	269
canarito692	0.000429357372542528	0.000295272694485507	0.00109078704480618	270
vm_Fvencimiento_lag1	0.000429118935547407	0.000990540089204703	0.000755160261788891	271
canarito524	0.00042707528651217	0.000742747335763311	0.00100688034905185	272
canarito891	0.000425994413900605	0.000662264304508054	0.000755160261788891	273
canarito98	0.000425965944901591	0.000769074096984921	0.000839066957543212	274
canarito364	0.000424347547455387	0.000354040449491306	0.00100688034905185	275
mcomisiones_rank_delta1	0.000423961030924011	0.000428925459188329	0.000755160261788891	276
canarito300	0.000423592648149535	0.000282057692774268	0.000839066957543212	277
cseguro_vida	0.000422666726338297	0.00575824198262652	0.000922973653297533	278
canarito1000	0.000421697386132653	0.000172460360873936	0.000839066957543212	279
canarito369	0.000421086863125503	0.000543489888086028	0.000839066957543212	280
vm_msaldototal_rank	0.000420594910981739	5.1793170769311e-05	0.000251720087262964	281
canarito220	0.00042054902312171	0.000526019013427853	0.000922973653297533	282
canarito896	0.000420142783535327	0.00025590300188744	0.000839066957543212	283
canarito669	0.000419490137402121	0.00166715505963356	0.00100688034905185	284
canarito528	0.000418307282586512	0.00026023917432394	0.000839066957543212	285
canarito890	0.000418004280115497	0.00130755100265097	0.00100688034905185	286
canarito798	0.000417338375738454	0.000632358480322983	0.000922973653297533	287
canarito39	0.000416849269725886	0.000815074233149912	0.000922973653297533	288
canarito307	0.000416564237661904	0.000329778532287077	0.000922973653297533	289
canarito136	0.000415746423674688	0.000407015169892785	0.0011746937405605	290
vmr_msaldopesos2	0.000415211291435145	0.000176406507218265	0.00067125356603457	291
canarito110	0.000414484253851159	0.000810588933089934	0.000922973653297533	292
canarito770	0.000414245073133706	0.00079068613103351	0.000922973653297533	293
canarito261	0.000413584766852662	0.000391609139251991	0.000755160261788891	294
canarito1030	0.000412401297072852	0.00129322327944148	0.000922973653297533	295
canarito567	0.000412221865892888	0.000616665665790886	0.000922973653297533	296
canarito471	0.000412050611815044	0.000446901073495198	0.000839066957543212	297
cprestamos_personales_ratioavg3	0.000412012401398721	0.000231824626373645	0.000503440174525927	298
canarito129	0.000411454947880419	0.000350644928218279	0.000922973653297533	299
chomebanking_transacciones	0.000411281654811894	0.00108259771831295	0.000755160261788891	300
canarito760	0.000410731767275036	0.000192099321750361	0.00100688034905185	301
thomebanking_delta1	0.000409703579799692	0.00125583813137123	0.000587346870280248	302
canarito809	0.000409284374077468	0.000677257366345371	0.00100688034905185	303
canarito951	0.000409250645212766	0.000378233538561622	0.000922973653297533	304
canarito1065	0.0004091218102125	0.000305378958815023	0.000839066957543212	305
canarito842	0.000409091682731904	0.000571675008923281	0.000839066957543212	306
canarito139	0.0004090028127177	0.000321530627573204	0.00100688034905185	307
canarito386	0.000408649412008588	0.00095867266320312	0.000839066957543212	308
canarito1	0.00040863256775475	0.000459129538620355	0.000922973653297533	309
canarito462	0.000408334775183582	0.000697011040778318	0.00100688034905185	310
canarito687	0.000407953668415419	0.000590935415063186	0.000839066957543212	311
mrentabilidad_rank_delta1	0.000407464164597883	0.000691160649395738	0.000922973653297533	312
canarito459	0.000404437893091125	0.000345872844266998	0.000839066957543212	313
canarito711	0.000404013604305421	0.000220318856654571	0.000839066957543212	314
canarito658	0.000403166629484464	0.000187223995598211	0.000839066957543212	315
canarito1071	0.000401748856422026	0.000277079124421249	0.000839066957543212	316
canarito507	0.000401537933309643	0.000428179821070942	0.000922973653297533	317
Visa_Fvencimiento_lag2	0.00040088563885909	0.000187132224752994	0.000503440174525927	318
canarito109	0.000400690437690877	0.000301444283826346	0.000839066957543212	319
canarito509	0.000400336762169638	0.000383280935048553	0.000839066957543212	320
canarito600	0.000399480182376555	0.00161328557349121	0.000755160261788891	321
canarito661	0.000399408890729705	0.000518264377007021	0.000839066957543212	322
canarito610	0.000399370161437337	0.000878935270065251	0.000922973653297533	323
ctrx_quarter_lag2	0.00039898322019631	0.000740418650565931	0.00067125356603457	324
canarito2	0.000398769564336755	0.000296557486318544	0.000839066957543212	325
canarito800	0.000398240754697912	0.000999178020010747	0.000755160261788891	326
mpasivos_margen_rank_delta1	0.000398061990369755	0.000122238765828965	0.00067125356603457	327
canarito265	0.00039725259370505	0.000221305393240653	0.000839066957543212	328
canarito1050	0.000396742121529998	0.000205532279218991	0.000839066957543212	329
canarito1097	0.000396567750352356	0.000347731203882641	0.000922973653297533	330
canarito857	0.000395812510894431	0.000216292410820677	0.000922973653297533	331
canarito740	0.000395612482257235	0.00141660918083566	0.000922973653297533	332
canarito712	0.000395232075010851	0.000694005545597463	0.000755160261788891	333
canarito249	0.000395149946541708	0.000384588669592895	0.000839066957543212	334
canarito879	0.000394854029611355	0.000297452252059409	0.000755160261788891	335
canarito999	0.000394403278147345	0.000170647886680901	0.000755160261788891	336
canarito176	0.000394247776761881	0.000424772828442263	0.000922973653297533	337
Visa_mconsumospesos_rank_lag2	0.000393625703958317	0.000236126384743189	0.000755160261788891	338
Visa_mlimitecompra_rank_delta1	0.000393371958198099	0.000218449025683276	0.000839066957543212	339
canarito14	0.000393114288197568	0.000639963989120337	0.000839066957543212	340
canarito1057	0.000392543259344512	0.000125989899127208	0.000839066957543212	341
canarito795	0.00039202934336993	0.00154526043447415	0.00100688034905185	342
canarito212	0.000392020574364765	0.00203161150005698	0.00100688034905185	343
canarito294	0.000390027700233198	0.000227867008673664	0.000755160261788891	344
canarito428	0.000387939166498286	0.000945549432337098	0.000839066957543212	345
canarito644	0.000387420309670696	0.000403493463707585	0.000755160261788891	346
canarito959	0.000387340785190594	0.000213699884443299	0.000839066957543212	347
canarito267	0.000386797973585583	0.000404720898762361	0.00100688034905185	348
canarito593	0.000385836069642372	0.000861820007432291	0.000839066957543212	349
canarito900	0.000385574189058822	0.00055558069694336	0.000755160261788891	350
canarito506	0.000385310648071928	0.00048748672979239	0.000839066957543212	351
canarito831	0.00038528344167129	0.000703882382813936	0.000922973653297533	352
canarito525	0.000384156975229455	0.000402048072895418	0.000839066957543212	353
canarito233	0.000383870453799047	0.000611767396927432	0.000503440174525927	354
ccajas_consultas	0.000383746176260045	0.00151140846394476	0.000503440174525927	355
canarito510	0.000383479757432863	0.000629857724790821	0.00100688034905185	356
canarito245	0.000382938729224037	0.000172116220204373	0.000839066957543212	357
matm_rank	0.000382481218919096	0.0016413903948389	0.00067125356603457	358
canarito807	0.000382018318068575	0.00162924222920331	0.00100688034905185	359
canarito971	0.000381758284299394	0.000393823110892849	0.000755160261788891	360
canarito548	0.000381052103610663	0.000656597454815907	0.000839066957543212	361
