fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	bagging_fraction	lambda_l1	lambda_l2	min_gain_to_split	ganancia	iteracion
20221002 215156	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	112	TRUE	309367	0.0618513389354048	0.611160782688325	4853	497	9564	0.375878318402706	3.14922534766157	0.178829112034355	0.0723175263767661	26080000	55
20221002 215229	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	74	TRUE	309367	0.0620062860669048	0.813279511895362	3024	557	8194	0.216047387998487	2.38553032099641	2.7397521921033	0.035145295716586	26420000	56
20221002 215422	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	470	TRUE	309367	0.0312425766182174	0.328797158149938	5405	376	8254	0.222972089659271	0.874799735075896	2.57646834395038	0.0139467775104562	26380000	57
20221002 215502	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	92	TRUE	309367	0.0766847017726735	0.49561649505771	4472	226	7835	0.202623454931877	2.92733947984837	2.86814994270639	0.0601350032891203	25930000	58
20221002 215533	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	66	TRUE	309367	0.087629863252265	0.767979002855215	2350	644	7915	0.210243481333504	4.55123392293524	2.82344214212741	0.0880360525028264	25930000	59
20221002 215618	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	103	TRUE	309367	0.0737383031855793	0.435853985277879	5721	864	8214	0.298131456117229	4.38873828752269	2.86286949937511	0.0579602656705669	25820000	60
20221002 215715	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	140	TRUE	309367	0.0463531906301701	0.555638612640194	4805	630	9333	0.280667176327087	2.10517915872622	1.09632486204247	0.0488217233047839	26060000	61
20221002 215810	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	210	TRUE	309367	0.0470257721426985	0.666336193770366	5179	637	8469	0.201790984843153	1.24681239112584	2.71003403502289	0.0266882694911449	26030000	62
20221002 215836	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	50	TRUE	309367	0.0879395719956838	0.894685068360052	2854	524	8187	0.223827779638503	2.04090069587627	2.66180320914645	0.00812587936776309	25870000	63
20221002 215917	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	88	TRUE	309367	0.078327923185481	0.503984716801376	5449	458	8713	0.214908449462264	1.95003395283885	1.72105949423693	0.010857881520614	25940000	64
20221002 215941	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	50	TRUE	309367	0.179585061905251	0.778055465062968	1494	713	8103	0.221278020498961	4.8883299259623	2.86795629648099	0.0628352008752263	26200000	65
20221002 220117	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	402	TRUE	309367	0.0251458663270997	0.223983273076279	6657	924	8311	0.395841588267515	2.03042905493294	2.56907170014644	0.00152498768502776	26500000	66
20221002 220343	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	483	TRUE	309367	0.0239077826025801	0.490812014107255	2490	304	8629	0.569339150585076	1.60921355786284	2.6755469484648	0.0103656595323405	26270000	67
20221002 220441	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	200	TRUE	309367	0.0347821360596816	0.829186132541541	4508	419	7986	0.200262457316454	4.48235227011871	2.89667632988614	0.0456778010870963	26110000	68
20221002 220649	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	578	TRUE	309367	0.0471966335917314	0.74726464739996	6098	652	7791	0.223689932810909	4.67069372088159	2.08576067334022	0.0696093574337385	26820000	69
20221002 220752	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	259	TRUE	309367	0.0558707502059106	0.775554675990133	5087	835	7948	0.314665353283092	4.7073874572508	2.3436087383153	0.0698099487131665	26190000	70
20221002 220828	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	129	TRUE	309367	0.0704405069083839	0.71102408426258	6969	605	7826	0.20383866251298	4.7596856417048	1.77951032191244	0.0682207647893534	26190000	71
20221002 220907	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	101	TRUE	309367	0.0782575055936144	0.481268760053324	7093	652	7892	0.414726078672447	2.54824524019412	2.57805305307096	0.0144675046643342	26300000	72
20221002 220943	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	93	TRUE	309367	0.0981674604145355	0.39209858010902	6412	434	7911	0.24781820619402	4.70282824500552	2.07864906584479	0.0672714420670055	26020000	73
20221002 221012	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	104	TRUE	309367	0.14225933467594	0.835835971594033	6415	678	7760	0.202572530630362	4.56758189694046	2.92683399633432	0.0691105884731005	25520000	74
20221002 221114	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	164	TRUE	309367	0.0388418907498607	0.669517628500122	4958	568	7673	0.238892741432363	3.51372410060285	2.03314939143151	0.0608139103261913	25860000	75
20221002 221206	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	168	TRUE	309367	0.0465365102206789	0.797357395338883	3265	599	8240	0.549953621749631	4.99774892073691	2.03375855464334	0.0763302628506738	25760000	76
20221002 221246	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	145	TRUE	309367	0.207343334138246	0.413742588156717	5490	637	9252	0.227298972538572	1.99422254310719	2.08549664729939	0.00366297551970218	26620000	77
20221002 221311	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	45	TRUE	309367	0.215085294065861	0.424024634365055	5291	670	8812	0.233789420830115	2.30204009264061	2.47570197585052	0.00973973062721857	25900000	78
20221002 221338	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	68	TRUE	309367	0.201686421838185	0.414172513222711	7107	917	9245	0.496907476152509	1.87751726297232	1.99233897288349	0.00183723949058371	25830000	79
20221002 221359	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	59	TRUE	309367	0.221790015072176	0.219178199990042	5453	394	8989	0.219988199218968	2.70240636890651	2.08000625321124	0.0122841583141726	26270000	80
20221002 221457	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	103	TRUE	309367	0.0465069164025181	0.557998531419751	1487	303	8172	0.207232832950298	2.85306060102149	2.63795613794214	0.0197860431075334	26540000	81
20221002 221548	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	144	TRUE	309367	0.0321390159151888	0.868181429125906	5179	774	9779	0.347584933614252	1.49551205127544	0.0640009968226189	0.0624505940706905	26130000	82
20221002 221638	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	165	TRUE	309367	0.0384859600950903	0.640154538292916	5016	341	11065	0.204906840660807	2.25933476047901	0.06321875117368	0.0571860978646713	25710000	83
20221002 221842	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	423	TRUE	309367	0.0297840387572317	0.435931186894188	2174	720	7986	0.478578177021685	2.01361205964221	2.588895293961	0.0146412491416176	26270000	84
20221002 221935	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	125	TRUE	309367	0.0361696335883097	0.634463379078554	3758	589	9031	0.261583044168817	0.934466570737859	0.473253768102829	0.0641384275094519	26660000	85
20221002 222025	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	103	TRUE	309367	0.047849731857348	0.459426918583543	4435	844	9145	0.383514248817061	1.20444458127604	0.388370095354649	0.0596683281221336	26430000	86
20221002 222127	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	205	TRUE	309367	0.055505914781862	0.817247201592877	1946	535	8847	0.412988189087121	1.42445268185633	0.372798163168622	0.061739344851994	26390000	87
20221002 222224	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	139	TRUE	309367	0.0500140947667039	0.557242112635388	5172	427	8869	0.297756651685388	0.413169273557008	0.304415789704793	0.0664515804780114	26590000	88
20221002 222647	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	750	TRUE	309367	0.00809944650347677	0.559797124356815	4535	430	9103	0.391249626577755	0.858718264187728	0.390195939232151	0.0562111862681163	26440000	89
20221002 222733	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	100	TRUE	309367	0.0686657796091901	0.519879701792257	4852	294	9006	0.218264997773347	1.01516107245456	0.61227461977135	0.0610054116243368	25830000	90
20221002 222926	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	388	TRUE	309367	0.0281456959228542	0.585714059780966	3795	654	8927	0.639967307588991	0.749885912161157	0.312369083877623	0.0725493893882674	26310000	91
20221002 223047	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	239	TRUE	309367	0.0269998878983135	0.613534197988632	4007	639	8279	0.213512252237225	1.17664409352039	0.307123452767542	0.0641606940835831	26010000	92
20221002 223142	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	189	TRUE	309367	0.0435271998116255	0.644916135142175	4043	644	9634	0.383875040608118	0.310433500521572	0.390001904555008	0.0668837893179618	26660000	93
20221002 223203	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	18	TRUE	309367	0.238386474498844	0.565232717770047	6025	647	8591	0.207990456740745	1.68648573487026	2.08502871240209	0.0145255966750519	25540000	94
20221002 223222	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	30	TRUE	309367	0.203081553786419	0.259737472921047	2601	755	9711	0.266772779804307	2.33329702476932	2.1316462798587	0.00616671681953368	25860000	95
20221002 223250	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	48	TRUE	309367	0.0819524448676285	0.787917062569852	1834	628	8088	0.220197869228324	4.46805860202877	2.89734433474408	0.0584702562926379	26150000	96
20221002 223334	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	135	TRUE	309367	0.0450152504334046	0.720797266070072	5868	590	9465	0.320289683774139	0.744686917232479	0.345698760159372	0.043164720437707	26590000	97
20221002 223404	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	66	TRUE	309367	0.0846265181147563	0.954425752744096	3112	964	7560	0.752048162136357	4.99788486676649	2.90819818214059	0.0507996281874766	2.6e+07	98
20221002 223448	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	194	TRUE	309367	0.187875094614507	0.298117802056126	6014	275	9278	0.232833803193296	1.97849736362339	1.88900219438881	0.0320617119478692	26170000	99
20221002 223542	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	134	TRUE	309367	0.039898159233734	0.597341044187376	3784	513	8497	0.274139378927584	2.19860917322403	2.66000940402666	0.00502493451869708	26050000	100
20221002 223715	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	324	TRUE	309367	0.0414491846483679	0.550012529132135	5330	805	8222	0.204393990089893	3.15033023829487	2.79756669494267	0.0274121223566298	26440000	101
20221002 223812	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	215	TRUE	309367	0.0474517017982126	0.651085396450258	4404	721	9342	0.314709388499575	0.643396285792383	0.375016715536495	0.0613165077021449	26440000	102
20221002 223943	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	330	TRUE	309367	0.0263147889733841	0.7890697666248	6338	755	8906	0.529229228639064	1.89162646867276	2.54896685929826	0.0245293852625336	26830000	103
20221002 224108	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	332	TRUE	309367	0.0230093556194063	0.758172861106149	6845	941	8717	0.585555364231161	2.37043036854848	2.57648093598539	0.0268617726310102	26410000	104
20221002 224137	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	60	TRUE	309367	0.069865020374519	0.927476333584222	3356	422	8171	0.274434794075031	3.49141451500756	2.87458322744823	0.0291945972181072	25580000	105
20221002 224305	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	268	TRUE	309367	0.0333436753275279	0.550938102278433	7064	859	8986	0.436334959967962	0.957743040944963	2.83467682520533	0.0198026440846686	26190000	106
20221002 224431	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	329	TRUE	309367	0.0230871913762844	0.777957715625502	4696	858	9062	0.250444491377822	1.20940541524775	2.47257905666223	0.0132528210241913	26200000	107
20221002 224735	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	716	TRUE	309367	0.0134645196242734	0.374990822841348	7768	636	8486	0.483589822160633	1.82035093595878	2.57756432904035	0.0205726273955919	26550000	108
20221002 224843	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	199	TRUE	309367	0.0430580427140475	0.526018065192511	6428	608	9391	0.439696087451278	1.87582916858766	2.55403188596545	0.0184998021263217	26100000	109
20221002 224924	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	134	TRUE	309367	0.0475088244792432	0.886392447237412	7673	822	7473	0.222583957397846	4.03747853468358	1.23486097647754	0.0801214911588008	26020000	110
20221002 225428	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	1489	TRUE	309367	0.007190156804604	0.860429453057493	5511	442	8176	0.550905270048164	1.87108652056733	2.55797491212649	0.0269402981543266	26370000	111
20221002 225513	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	150	TRUE	309367	0.197950499658851	0.261623295669638	7935	291	9170	0.243607321610548	2.52246307053739	1.86367441874057	0.00317478924778958	25420000	112
20221002 225702	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	483	TRUE	309367	0.027254581219092	0.237968731177171	5565	806	8824	0.399959766138262	2.14515534872193	2.10080638645762	0.0303957381065536	26520000	113
20221002 225854	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	477	TRUE	309367	0.0168013629949223	0.812493079481699	6005	654	8939	0.375363340997466	3.3024963026242	0.494102901799836	0.0650258955308253	26450000	114
20221002 225943	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	111	TRUE	309367	0.0387207320200407	0.640173941150242	2915	591	9114	0.265631663997218	1.30483990477079	0.351792427658837	0.05223170996608	25780000	115
20221002 230135	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	361	TRUE	309367	0.0198533739917789	0.343564852187096	4767	730	8300	0.424159026087252	2.87525771327269	2.89211982131491	0.00503215280849277	26360000	116
20221002 230218	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	137	TRUE	309367	0.066907104223103	0.292864667938583	5746	894	8886	0.41639136609463	1.47155230935723	2.82739554958151	0.000724400474912229	26390000	117
20221002 230418	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	485	TRUE	309367	0.0147503250459436	0.735880546671342	6131	557	7911	0.200228008009445	3.33279864943422	0.990212683756804	0.0573209229790797	26180000	118
20221002 230628	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	391	TRUE	309367	0.0168559479324527	0.590566305405738	6245	626	7782	0.715500445333323	4.87072852194083	2.53923554440449	0.0693181252949373	26040000	119
20221002 230752	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	288	TRUE	309367	0.0396704491494806	0.662959975669529	1840	705	8602	0.362769874590989	1.87486830300768	2.25750715502653	0.017604548403648	26400000	120
20221002 230855	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	159	TRUE	309367	0.0332656295017339	0.406985686946233	4417	655	8718	0.201064093815856	2.92273737455047	2.4882328948608	0.061951893596859	26410000	121
20221002 231127	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	509	TRUE	309367	0.0177587550522286	0.497192304409436	7665	843	8196	0.558056165554886	1.30667151203691	2.06132492172934	0.0149931331108123	26330000	122
20221002 231318	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	432	TRUE	309367	0.0168314769512252	0.791492113237834	6058	672	9046	0.623898868058864	0.155214722356189	2.11357254770746	0.0392178283279398	26550000	123
20221002 231355	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	115	TRUE	309367	0.0524126631610915	0.846792633373662	6026	411	7843	0.343344411836735	3.82164699769047	2.46422224122655	0.0743075667405788	25760000	124
20221002 231557	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	381	TRUE	309367	0.0178659665528766	0.68782250439357	1943	267	8328	0.418578048393739	1.05738565898777	0.793331603256625	0.0247698213607448	26550000	125
20221002 231656	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	130	TRUE	309367	0.0352433026071467	0.408102302833654	3424	332	8968	0.292224142536491	0.298826943713037	1.9067818988033	0.0391444701112769	25910000	126
20221002 231726	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	65	TRUE	309367	0.184103400344647	0.311278310516747	5497	706	9232	0.228305007478642	0.661964631512456	0.269645812180847	0.0641084501617741	26820000	127
20221002 231747	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	49	TRUE	309367	0.256053516038277	0.223757944434477	5539	874	9390	0.378355220461461	1.42028266198386	2.30366407051126	0.0781355429203684	26260000	128
20221002 231813	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	66	TRUE	309367	0.183346165656957	0.258073383158774	5441	589	9288	0.350486331209017	0.335776613247615	0.487752071633425	0.0473112853455816	25910000	129
20221002 232216	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	1091	TRUE	309367	0.00879518702474707	0.83487623873601	6163	583	8981	0.543794583952231	1.71248828334879	0.245166475336229	0.034919246538833	26600000	130
20221002 232428	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	374	TRUE	309367	0.0166778295024275	0.483579905147258	5576	856	8943	0.458053762405608	0.578288201836118	0.417561327731773	0.0759363882345976	26680000	131
20221002 232623	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	252	TRUE	309367	0.0171870068551886	0.536462164260994	3983	738	8953	0.253032865619608	0.302128339946784	0.247809532618106	0.0775207188087807	26260000	132
20221002 232730	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	223	TRUE	309367	0.0470214062371899	0.840871539536891	2024	514	8630	0.370399288571426	0.731427729436232	0.887026368306507	0.0603063362633929	26260000	133
20221002 232845	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	251	TRUE	309367	0.0542503890136006	0.758688200577905	1812	343	8276	0.501672954614135	2.42011557029052	0.693667614721904	0.0303728538404999	26090000	134
20221002 232920	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	95	TRUE	309367	0.19039236642392	0.480213473118291	5731	893	9205	0.228235652001072	0.972329565500113	0.297166359109586	0.0777578093341369	25590000	135
20221002 232953	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	103	TRUE	309367	0.145078568928031	0.313515145776924	5491	770	9167	0.416926357358714	2.3383497702123	1.79747660585006	0.0658835137946015	26230000	136
20221002 233118	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	329	TRUE	309367	0.0240213834987713	0.630501193564269	5457	710	8908	0.376634535038676	2.37392358128037	0.0208510138751371	0.0628111894247678	26830000	137
20221002 233341	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	441	TRUE	309367	0.021479031095827	0.39904515017555	6008	786	8648	0.660708067168033	3.2776969690595	2.25890903872693	0.0114572484661796	26870000	138
20221002 233702	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	732	TRUE	309367	0.0129909502118506	0.418311084534314	5374	777	8716	0.285927479160476	3.48889502127001	1.89258063661743	0.0173241799176445	26570000	139
20221002 233836	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	274	TRUE	309367	0.0257781082624428	0.46099676406589	6042	808	8326	0.583283207560971	3.43866185579919	2.4369161567174	0.00921002533863271	26150000	140
20221002 233917	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	101	TRUE	309367	0.0809450581666105	0.250554098472095	7565	929	8456	0.301097064758628	2.91903360305007	2.66065720027357	0.00748835546859166	26210000	141
20221002 234240	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	935	TRUE	309367	0.0120992352527675	0.213876618117876	5627	757	8638	0.300972516770692	3.20547129717096	2.90438428983165	0.00891234447279516	26570000	142
20221002 234411	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	329	TRUE	309367	0.0288692093830279	0.328847746631982	5584	862	8677	0.477888947248906	1.80265551219236	2.71133460532063	0.0137679183496831	26730000	143
20221002 234439	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	81	TRUE	309367	0.240757867376143	0.208895610334667	5512	760	9146	0.226255792782486	1.2916184131342	0.318189226817641	0.0651565860869945	25550000	144
20221002 234706	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	508	TRUE	309367	0.0159525928700303	0.389485761773431	5251	737	8887	0.669994128069549	2.16498006489723	2.15223080566663	0.0194252446023194	26710000	145
20221002 234859	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	379	TRUE	309367	0.0217315873698691	0.395952573427389	5856	573	9420	0.345215186326298	4.2579184105006	1.12440149760806	0.00256267745051438	26440000	146
20221002 235155	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	778	TRUE	309367	0.0163324335042997	0.741763982100552	3159	568	9002	0.433087423211169	4.41452574637743	2.66575143798816	0.0672226886405755	26400000	147
20221002 235720	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	1492	TRUE	309367	0.00756458322875941	0.636089017059573	5097	871	8082	0.360407202004181	3.35939877892962	1.3365873514269	0.0147361286973383	2.6e+07	148
20221003 000109	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	780	TRUE	309367	0.00818725349822744	0.639004997320041	5529	448	8947	0.42330907133024	2.22837893362372	0.354063764219546	0.0688045371042937	27070000	149
20221003 000405	binary	custom	TRUE	TRUE	FALSE	-100	-1	31	530	TRUE	309367	0.0125080020334509	0.743189228978124	5533	473	9226	0.409479149076115	1.79760782960737	0.336671416861055	0.0692351240511227	26590000	150
