fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221119 020714	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	464	1	1	1	0.1	50	0.5	FALSE	309367	0.0546325115150836	0.624844374870864	0.955458272851961	9.56173907770216	0.000571564020708591	18936	39968000	34
20221119 022925	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2265	1	1	1	0.1	50	0.5	FALSE	309367	0.00575339790065052	0.59862105500329	0.0519111519321114	11.9938965080958	0.0106192847574862	16833	42494000	35
20221119 024313	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	759	1	1	1	0.1	50	0.5	FALSE	309367	0.0151931618278184	0.579263918155812	0.363017459472857	11.0022428933188	0.00231979498152412	18431	41698000	36
20221119 025822	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1630	1	1	1	0.1	50	0.5	FALSE	309367	0.0107662206283532	0.650345553608994	0.432456912605325	8.90070489177933	0.00982210593832333	17127	41346000	37
20221119 032127	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1871	1	1	1	0.1	50	0.5	FALSE	309367	0.00504666463579355	0.307415300343483	0.159490756440413	11.9988329145115	0.00486427062186804	16594	42332000	38
20221119 033551	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	933	1	1	1	0.1	50	0.5	FALSE	309367	0.0122387136942957	0.688470219314203	0.321399770395303	11.1945506863803	0.00224251973824927	17880	42240000	39
20221119 042019	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2005	1	1	1	0.1	50	0.5	FALSE	309367	0.00511822420085897	0.588292375263975	0.223988002192279	11.5303561693213	0.00452171240373597	15206	43668000	40
20221119 044543	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1944	1	1	1	0.1	50	0.5	FALSE	309367	0.00503019140546462	0.880571531633586	0.211479030481687	11.3862407355163	0.00456412199722295	17373	42214000	41
20221119 052227	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1374	1	1	1	0.1	50	0.5	FALSE	309367	0.00684407899925643	0.537664680450548	0.291595975501729	11.548290547546	0.00336579394915243	16116	43768000	42
20221119 054317	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1407	1	1	1	0.1	50	0.5	FALSE	309367	0.00589007886186593	0.440401146322789	0.168029866601229	11.5307011401202	0.00879285119880767	15761	43358000	43
20221119 055007	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	674	1	1	1	0.1	50	0.5	FALSE	309367	0.0184139382804817	0.324729085729149	0.0658407970322221	10.0770733888606	0.0161299736255623	18831	41058000	44
20221119 065123	471	813213	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2597	1	1	1	0.1	50	0.5	FALSE	309367	0.00538215399184897	0.553672026202808	0.567367183799915	11.52124498339	0.000242676684060709	19803	40634000	45
