fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221029 040447	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	95	1	1	1	0.1	50	0.5	FALSE	309367	0.201614871031402	0.683030056497967	0.914186616894393	9.98830322055798	8.41641379545004e-06	15724	13672000	36
20221029 040508	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	0.1	50	0.5	FALSE	309367	0.219983475931215	0.687222488228372	0.735264969498024	4.35537475467986	0.0232294162400486	15262	15556000	37
20221029 040601	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	563	1	1	1	0.1	50	0.5	FALSE	309367	0.113189459316558	0.303641193107096	0.768170860891289	2.48475202945294	0.0174711965520341	19857	8686000	38
20221029 040636	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	0.1	50	0.5	FALSE	309367	0.121798061279684	0.34116382615993	0.876446679123488	8.12457801927033	0.0518038205708708	15370	16300000	39
20221029 040712	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	40	1	1	1	0.1	50	0.5	FALSE	309367	0.126185237098305	0.39130612316117	0.721473507851375	8.54626323821032	0.0353466323235453	15043	16554000	40
20221029 040807	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	274	1	1	1	0.1	50	0.5	FALSE	309367	0.123247919794341	0.275891596839012	0.974872722123818	8.58691752058946	3.49784435826446e-05	15733	15254000	41
20221029 041008	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	627	1	1	1	0.1	50	0.5	FALSE	309367	0.0401844120313573	0.398841117391227	0.633224203552486	8.99971571528357	1.6835469016968e-05	17401	12718000	42
20221029 041034	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	21	1	1	1	0.1	50	0.5	FALSE	309367	0.276373976201892	0.558215056956234	0.124855538939487	8.36178088364052	0.0240547219435802	14665	15550000	43
20221029 041121	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	170	1	1	1	0.1	50	0.5	FALSE	309367	0.172171562692441	0.386030879310146	0.511911501188087	9.05828716015187	9.72572198603775e-06	16010	14300000	44
20221029 041239	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	539	1	1	1	0.1	50	0.5	FALSE	309367	0.0226459407154657	0.520497633383656	0.266895625603571	5.60971092423913	0.0178187949522016	17331	13978000	45
20221029 041304	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	88	1	1	1	0.1	50	0.5	FALSE	309367	0.179489873619794	0.358840687337052	0.118443537213525	5.71178590928204	0.0211953359109566	16251	14618000	46
20221029 041444	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	534	1	1	1	0.1	50	0.5	FALSE	309367	0.0145451929818001	0.596415882364335	0.218230899248866	8.2327599336158	0.00939132038607105	18120	12800000	47
20221029 041504	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	65	1	1	1	0.1	50	0.5	FALSE	309367	0.261438444917847	0.225990766777331	0.416820374639775	3.57697271070769	0.0256411584328178	16471	14178000	48
20221029 041536	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	28	1	1	1	0.1	50	0.5	FALSE	309367	0.196294623508577	0.582916441112338	0.93933007890085	7.05111592342262	0.0226626312695224	16576	14288000	49
20221029 041643	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	421	1	1	1	0.1	50	0.5	FALSE	309367	0.0353329006890859	0.4600147611605	0.962188789714628	3.9294271233303	0.0261653472139301	13440	17840000	50
20221029 041737	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1136	1	1	1	0.1	50	0.5	FALSE	309367	0.0935766721070185	0.622664722057758	0.796114066046826	1.17151770183328	0.0218995288089768	15651	11498000	51
20221029 041808	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	35	1	1	1	0.1	50	0.5	FALSE	309367	0.243885671584413	0.432210760262609	0.618681332033197	8.2527572203055	0.0115863493854659	16185	13390000	52
20221029 041936	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1261	1	1	1	0.1	50	0.5	FALSE	309367	0.143411468075069	0.230633810530137	0.320972962432133	1.45882382402383	0.0206092132587582	17887	8706000	53
20221029 042023	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	295	1	1	1	0.1	50	0.5	FALSE	309367	0.111279267518644	0.637657806041883	0.890999300299969	6.15544190719328	0.000607390312619252	14321	14478000	54
20221029 042052	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	35	1	1	1	0.1	50	0.5	FALSE	309367	0.163739250871751	0.478011640159553	0.655508388836554	6.92680071225273	0.031235524870913	15266	15468000	55
20221029 042121	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	39	1	1	1	0.1	50	0.5	FALSE	309367	0.148735514324936	0.750136605364783	0.397180767004052	7.04405966549716	0.0192100967486377	15861	14678000	56
20221029 042203	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	76	1	1	1	0.1	50	0.5	FALSE	309367	0.207289544212208	0.709142413468706	0.776152190771268	10.0986954961277	2.0352775955181e-05	16568	13264000	57
20221029 042256	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	248	1	1	1	0.1	50	0.5	FALSE	309367	0.152437333414587	0.291629152141511	0.85421549340738	9.34530306893564	1.34521422184132e-05	14553	16574000	58
20221029 042317	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	74	1	1	1	0.1	50	0.5	FALSE	309367	0.220810693337624	0.739962547504297	0.455773956686177	5.67762521663774	0.0146600385160988	14779	14602000	59
20221029 042421	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	653	1	1	1	0.1	50	0.5	FALSE	309367	0.239315222343858	0.455572265130095	0.290562065420055	3.08717607410229	0.0176017142072796	18255	10930000	60
20221029 042455	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	30	1	1	1	0.1	50	0.5	FALSE	309367	0.183596610486133	0.448687217658432	0.803174444976158	8.8157796327963	0.0257219855255622	15076	15528000	61
20221029 042624	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	411	1	1	1	0.1	50	0.5	FALSE	309367	0.0773375193732162	0.391835742823593	0.687462925734057	10.2771523705723	3.90810513533842e-06	16603	15034000	62
20221029 042648	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	38	1	1	1	0.1	50	0.5	FALSE	309367	0.235243219407217	0.614662871279521	0.828729857430281	5.66766032699356	0.016617597124636	17895	12210000	63
20221029 042723	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	80	1	1	1	0.1	50	0.5	FALSE	309367	0.231446308203901	0.392904424690176	0.182493596750661	11.6662111685041	2.78849300902211e-05	15209	15182000	64
20221029 042758	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	0.1	50	0.5	FALSE	309367	0.246139168758844	0.381380526996544	0.417878495456302	10.4373916885785	0.000120096463489717	15285	15670000	65
20221029 043012	1223	53357	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1410	1	1	1	0.1	50	0.5	FALSE	309367	0.0188360168160428	0.468664149546065	0.526040402197547	2.53037143982993	0.0198946285446851	17448	11584000	66
